id,authors,title,year,venue,entityUrl
1884,"Sangyong Hwang, Kihong Kim, Sang Kyun Cha, Keunjoo Kwon",Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,2001,VLDB,conf/vldb/ChaHKK01
1885,"Laura M. Haas, Ren�e J. Miller, Mauricio A. Hern�ndez",Clio: A Semi-Automatic Tool For Schema Mapping,2001,SIGMOD Conference,conf/sigmod/HernandezMHYHT01
1886,"Bruce Hillyer, Abraham Silberschatz",Random I/O Scheduling in Online Tertiary Storage Systems,1996,SIGMOD Conference,conf/sigmod/HillyerS96
1887,"Carl Medsker, Margaret Christensen, Il-Yeol Song",A Comparison of Three User Interfaces to Relational Microcomputer Data Bases,1995,SIGMOD Record,journals/sigmod/MedskerCS95
1888,"Dan Cosley, Steve Lawrence, David M. Pennock",REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex,2002,VLDB,conf/vldb/CosleyLP02
1889,"Dennis Shasha, Radu Preotiuc-Pietro, Jo�o Pereira, Kenneth A. Ross, Fran�ois Llirbat, Fran�oise Fabret",Publish/Subscribe on the Web at Extreme Speed,2000,VLDB,conf/vldb/PereiraFLS00
1890,"Georg Gottlob, Christoph Koch, Reinhard Pichler",XPath Processing in a Nutshell,2003,SIGMOD Record,journals/sigmod/GottlobKP03
1891,"Klaus R. Dittrich, Stella Gatziu, Andreas Geppert",The SAMOS Active DBMS Prototype,1995,SIGMOD Conference,conf/sigmod/GatziuGD95
1892,"Nick Bassiliades, Ioannis P. Vlahavas",A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,1995,VLDB,conf/vldb/BassiliadesV95
1893,Adam Bosworth,The Future of Web Services - I,2003,SIGMOD Conference,conf/sigmod/Bosworth03
1894,"K. Sel�uk Candan, Yoshinori Hara, Kyoji Hirata, Wen-Syan Li",Supporting efficient multimedia database exploration,2001,VLDB J.,journals/vldb/LiCHH01
1895,"Mary F. Fernandez, Peter Buneman, Dan Suciu",UnQL: A Query Language and Algebra for Semistructured Data Based on Structural Recursion,2000,VLDB J.,journals/vldb/BunemanFS00
1896,"Holger M�rtens, Erhard Rahm, Thomas St�hr",Multi-Dimensional Database Allocation for Parallel Data Warehouses,2000,VLDB,conf/vldb/StohrMR00
1897,"Arne Koschel, Ralf Kramer, Ralf Nikolai, Peter C. Lockemann, Mechtild Wallrath, Ulrike K�lsch, Hans-Dirk Walter","The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy",1997,VLDB,conf/vldb/LockemannKKKN97
1898,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",Integration of Data Mining with Database Technology,2000,VLDB,conf/vldb/NetzCBF00
1899,Sergio Greco,Binding Propagation in Disjunctive Databases,1998,VLDB,conf/vldb/Greco98
1900,"St�phane Grumbach, Philippe Rigaux, Luc Segoufin",Manipulating Interpolated Data is Easier than You Thought,2000,VLDB,conf/vldb/GrumbachRS00
1901,"Yu Yin, Raymond T. Ng, Alan S. Wagner",Iceberg-cube computation with PC clusters,2001,SIGMOD Conference,conf/sigmod/NgWY01
1902,"Hector Garcia-Molina, Wilburt Labio, Yingwei Cui, Jennifer Widom, Jun Yang",Performance Issues in Incremental Warehouse Maintenance,2000,VLDB,conf/vldb/LabioYCGW00
1903,Richard T. Snodgrass,Chair's Message,1997,SIGMOD Record,journals/sigmod/Snodgrass97a
1904,Oliver G�nther,Environment Information Systems - Guest Editor's Foreword,1997,SIGMOD Record,journals/sigmod/Gunther97
1905,"Calton Pu, Jonathan Walpole, Karsten Schwan",Infosphere Project: System Support for Information Flow Applications,2001,SIGMOD Record,journals/sigmod/PuSW01
1906,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, HongJiang Zhang",A Multi-paradigm Querying Approach for a Generic Multimedia Database Management System,2003,SIGMOD Record,journals/sigmod/WenLMZ03
1907,"Jennifer Widom, Jason McHugh",Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data,1997,SIGMOD Record,journals/sigmod/McHughW97
1908,"Peter Scheuermann, Radek Vingralek, Junho Shim",WATCHMAN : A Data Warehouse Intelligent Cache Manager,1996,VLDB,conf/vldb/ScheuermannSV96
1909,"Stefano Ceri, Stefano Paraboschi, Angela Bonifati",Active rules for XML: A new paradigm for E-services,2001,VLDB J.,journals/vldb/BonifatiCP01
1910,Leonard Gallagher,Influencing Database Language Standards,1994,SIGMOD Record,journals/sigmod/Gallagher94
1911,Keishi Tajima,Static Detection of Security Flaws in Object-Oriented Databases,1996,SIGMOD Conference,conf/sigmod/Tajima96
1912,"Philip S. Yu, Kun-Lung Wu",Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems,2000,SIGMOD Record,journals/sigmod/WuY00
1913,"Jef Wijsen, Toon Calders, Raymond T. Ng",Searching for dependencies at multiple abstraction levels,2002,ACM Trans. Database Syst.,journals/tods/CaldersNW02
1914,"Anand Deshpande, Shridhar Shukla",Tutorial: LDAP Directory Services - Just Another Database Application?,2000,SIGMOD Conference,conf/sigmod/ShuklaD00
1915,H. V. Jagadish,Databases for Networks,1994,SIGMOD Conference,conf/sigmod/Jagadish94
1916,"K. Ong, Christine Tomlinson, Darrell Woelk, C. Unnikrishnan, William Bohrer, Nigel Jacobs",Carnot and InfoSleuth: Database Technology and the World Wide Web,1995,SIGMOD Conference,conf/sigmod/WoelkBJOTU95
1917,"Benjamin Nguyen, Iraklis Varlamis, Maria Halkidi, Michalis Vazirgiannis",THESUS: Organizing Web document collections based on link semantics,2003,VLDB J.,journals/vldb/HalkidiNVV03
1918,David B. Lomet,B-tree Page Size When Caching is Considered,1998,SIGMOD Record,journals/sigmod/Lomet98
1919,"Venky Harinarayan, Dallan Quass, Ashish Gupta",Aggregate-Query Processing in Data Warehousing Environments,1995,VLDB,conf/vldb/GuptaHQ95
1920,"Luis Gravano, Hector Garcia-Molina",Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,1995,VLDB,conf/vldb/GravanoG95
1921,Vernon Hoffner,Fundamentals of data warehouses: 2nd revised and extended edition,2003,SIGMOD Record,journals/sigmod/Hoffner03
1922,"Jennifer Widom, Mayur Datar, Shivnath Babu, Justin Rosenstein, Itaru Nishizawa, Arvind Arasu, Keith Ito, Brian Babcock",STREAM: The Stanford Stream Data Manager,2003,SIGMOD Conference,conf/sigmod/ArasuBBDIRW03
1923,Chaitanya K. Baru,Performance of Future Database Systems: Bottlenecks and Bonananzas,1996,VLDB,conf/vldb/Baru96
1924,"Weipeng P. Yan, Per-�ke Larson",Eager Aggregation and Lazy Aggregation,1995,VLDB,conf/vldb/YanL95
1925,"Veda C. Storey, Yair Wand, Ron Weber",An Ontological Analysis of the Relationship Construct in Conceptual Modeling,1999,ACM Trans. Database Syst.,journals/tods/WandSW99
1926,"Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi",Retrieval of Composite Multimedia Objects,1995,VLDB,conf/vldb/ChaudhuriGS95
1927,"Helen M. Thomas, Krithi Ramamritham, Anindya Datta",Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,1999,VLDB,conf/vldb/DattaRT99
1928,"Mary Tork Roth, Laura M. Haas, Fatma Ozcan",Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,1999,VLDB,conf/vldb/RothOH99
1929,"Philip A. Bernstein, David Shutt, Shankar Pal",Context-Based Prefetch for Implementing Objects on Relations,1999,VLDB,conf/vldb/BernsteinPS99
1930,Bill Rosneblatt,Unix RDBMS: The Next Generation,1994,SIGMOD Record,journals/sigmod/Rosneblatt94
1931,Sunil Choenni,Design and Implementation of a Genetic-Based Algorithm for Data Mining,2000,VLDB,conf/vldb/ChoenniV00
1932,"Stanley M. T. Yau, Antonio Si, Dennis McLeod, Hong Va Leong",On Multi-Resolution Document Transmission in Mobile Web,1999,SIGMOD Record,journals/sigmod/YauLMS99
1933,"Davood Rafiei, Alberto O. Mendelzon",Efficient retrieval of similar shapes,2002,VLDB J.,journals/vldb/RafieiM02
1934,"Claudio Sartori, Sonia Bergamaschi, Domenico Beneventano",Description logics for semantic query optimization in object-oriented database systems,2003,ACM Trans. Database Syst.,journals/tods/BeneventanoBS03
1935,"Pedro Jos� Marr�n, Georg Lausen",On Processing XML in LDAP,2001,VLDB,conf/vldb/MarronL01
1936,"Vladislav Shkapenyuk, Tamraparni Dasu, S. Muthukrishnan, Theodore Johnson","Mining database structure; or, how to build a data quality browser",2002,SIGMOD Conference,conf/sigmod/DasuJMS02
1937,"Tei-Wei Kuo, Aloysius K. Mok",Real-Time Database - Similarity Semantics and Resource Scheduling,1996,SIGMOD Record,journals/sigmod/KuoM96
1938,"Vasilis Vassalos, Janet L. Wiener, Michael Rys, Serge Abiteboul, Jason McHugh",Incremental Maintenance for Materialized Views over Semistructured Data,1998,VLDB,conf/vldb/AbiteboulMRVW98
1939,"Bernd Burkert, Yaron Engel, Ralf B�ttger, Gerd Kachel, Elke Radeke, Silvia Kolmschlag, Dietmar Nolte",Efendi: Federated Database System of Cadlab,1995,SIGMOD Conference,conf/sigmod/RadekeBBEKKN95
1940,Rafael Alonso,Trade Press News,1994,SIGMOD Record,journals/sigmod/Alonso94
1941,"Stefan Manegold, Martin L. Kersten, Peter A. Boncz",What Happens During a Join? Dissecting CPU and Memory Optimization Effects,2000,VLDB,conf/vldb/ManegoldBK00
1942,"Jutai Zhou, Ouri Wolfson, Sam Chamberlain, A. Prasad Sistla, Bo Xu",DOMINO: Databases fOr MovINg Objects tracking,1999,SIGMOD Conference,conf/sigmod/WolfsonSXZC99
1943,"Paul Ammann, Indrakshi Ray, Sushil Jajodia",Applying Formal Methods to Semantic-Based Decomposition of Transactions,1997,ACM Trans. Database Syst.,journals/tods/AmmannJR97
1944,Akmal B. Chaudhri,Workshop Report on Experiences Using Object Data Management in the Real-World,1998,SIGMOD Record,journals/sigmod/Chaudhri98
1945,"Karthikeyan Ramasamy, Jeffrey F. Naughton, Jignesh M. Patel, Raghav Kaushik","Set Containment Joins: The Good, The Bad and The Ugly",2000,VLDB,conf/vldb/RamasamyPNK00
1946,"Bennet Vance, David Maier",Rapid Bushy Join-order Optimization with Cartesian Products,1996,SIGMOD Conference,conf/sigmod/VanceM96
1947,"Sridhar Ramaswamy, Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",The Aqua Approximate Query Answering System,1999,SIGMOD Conference,conf/sigmod/AcharyaGPR99
1948,Donald D. Chamberlin,2003 SIGMOD Innovations Award Speech,2003,SIGMOD Record,journals/sigmod/Chamberlin03
1949,"Roy Goldman, Jennifer Widom",WSQ/DSQ: A Practical Approach for Combined Querying of Databases and the Web,2000,SIGMOD Conference,conf/sigmod/GoldmanW00
1950,"Dimitris Margaritis, Christos Faloutsos, Sebastian Thrun",NetCube: A Scalable Tool for Fast Data Mining and Compression,2001,VLDB,conf/vldb/MargaritisFT01
1951,"Koichi Goto, Yahiko Kambayashi",A New Passenger Support System for Public Transport using Mobile Database Access,2002,VLDB,conf/vldb/GotoK02
1952,"Masaru Kitsuregawa, Kazuhiko Mogi",Hot Mirroring: A Study to Hide Parity Upgrade Penalty and Degradations During Rebuilds for RAID5,1996,SIGMOD Conference,conf/sigmod/MogiK96
1953,"Jo�o B. D. Cabrera, Raman K. Mehra, Lundy M. Lewis",Detection and Classification of Intrusions and Faults using Sequences of System Calls,2001,SIGMOD Record,journals/sigmod/CabreraLM01
1954,"Xuemin Lin, Qing Liu, Yidong Yuan, Xiaofang Zhou",Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,2003,VLDB,conf/vldb/LinLYZ03
1955,"Qiang Wang, Brian D. Davison",Review of Web caching and replication by Michael Rabinovich and Oliver Spatscheck. Addison Wesley 2002,2003,SIGMOD Record,journals/sigmod/WangD03
1956,"Jingren Zhou, Kenneth A. Ross",Buffering Accesses to Memory-Resident Index Structures,2003,VLDB,conf/vldb/ZhouR03
1957,"King-Ip Lin, Harpreet S. Sawhney, Rakesh Agrawal, Kyuseok Shim","Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases",1995,VLDB,conf/vldb/AgrawalLSS95
1958,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",Modeling Skewed Distribution Using Multifractals and the `80-20' Law,1996,VLDB,conf/vldb/FaloutsosMS96
1959,"Cui Yu, Kian-Lee Tan, Beng Chin Ooi, H. V. Jagadish",Indexing the Distance: An Efficient Method to KNN Processing,2001,VLDB,conf/vldb/OoiYTJ01
1960,"Hans-Peter Kriegel, Stefan Berchtold",S3: Similarity Search in CAD Database Systems,1997,SIGMOD Conference,conf/sigmod/BerchtoldK97
1961,"Piyush Goel, Balakrishna R. Iyer",SQL Query Optimization: Reordering for a General Class of Queries,1996,SIGMOD Conference,conf/sigmod/GoelI96
1962,"Jan-Dirk Becker, Matthias Jarke, Andreas Boehmer, Elvira Schaefer",Controlling Data Warehouses with Knowledge Networks,2000,VLDB,conf/vldb/SchaeferBBJ00
1963,"H. V. Jagadish, Ting Yu, Divesh Srivastava, Sudipto Guha, Nick Koudas",Approximate XML joins,2002,SIGMOD Conference,conf/sigmod/GuhaJKSY02
1964,"Minos N. Garofalakis, Neoklis Polyzotis",Statistical synopses for graph-structured XML databases,2002,SIGMOD Conference,conf/sigmod/PolyzotisG02
1965,Marianne Winslett,Interview with Michael Stonebraker,2003,SIGMOD Record,journals/sigmod/Winslett03a
1966,"Thomas Eiter, V. S. Subrahmanian, Thomas Lukasiewicz, James J. Lu",Probabilistic object bases,2001,ACM Trans. Database Syst.,journals/tods/EiterLLS01
1967,Larry Ellison,Keynote Address,1995,SIGMOD Conference,conf/sigmod/Ellison95
1968,"Barbara Pernici, Massimo Mecella",Designing wrapper components for e-services in integrating heterogeneous systems,2001,VLDB J.,journals/vldb/MecellaP01
1969,Edward Sciore,Versioning and Configuration Management in an Object-Oriented Data Model,1994,VLDB J.,journals/vldb/Sciore94
1970,"Anthony Brockwell, Spiros Papadimitriou, Christos Faloutsos","Adaptive, Hands-Off Stream Mining",2003,VLDB,conf/vldb/PapadimitriouBF03
1971,"Christian A. Lang, Ambuj K. Singh",Modeling High-Dimensional Index Structures using Sampling,2001,SIGMOD Conference,conf/sigmod/LangS01
1972,C. Mohan,Repeating History Beyond ARIES,1999,VLDB,conf/vldb/Mohan99
1973,"Felipe Cari�o, Pekka Kostamaa, Art Kaufmann, John Burgess","StorHouse Metanoia - New Applications for Database, Storage & Data Warehousing",2001,SIGMOD Conference,conf/sigmod/CarinoKKB01
1974,"Alex Pang, Jiawei Han, Raymond T. Ng, Laks V. S. Lakshmanan",Exploratory Mining and Pruning Optimizations of Constrained Association Rules,1998,SIGMOD Conference,conf/sigmod/NgLHP98
1975,"Klaudia Hergula, Fernando de Ferreira Rezende",The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways,1998,VLDB,conf/vldb/RezendeH98
1976,Krishna G. Kulkarni,Object-Oriented Extensions in SQL3: A Status Report,1994,SIGMOD Conference,conf/sigmod/Kulkarni94
1977,Viswanathan Krishnamurthy,Oracle XML DB Repository,2003,SIGMOD Conference,conf/sigmod/Krishnamurthy03
1978,Gerhard Weikum,Foundations of Statistical Natural Language Processing - Book Review,2002,SIGMOD Record,journals/sigmod/Weikum02
1979,"Waqar Hasan, Rajeev Motwani",Optimization Algorithms for Exploiting the Parallelism-Communication Tradeoff in Pipelined Parallelism,1994,VLDB,conf/vldb/HasanM94
1980,"Aashu Virmani, Tomasz Imielinski",DataMine - Interactive Rule Discovery System,1995,SIGMOD Conference,conf/sigmod/ImielinskiV95
1981,"Khaled Yagoub, Patrick Valduriez, Val�rie Issarny, Daniela Florescu",Caching Strategies for Data-Intensive Web Sites,2000,VLDB,conf/vldb/YagoubFIV00
1982,"Ion Stoica, Nick Lanham, Scott Shenker, Joseph M. Hellerstein, Boon Thau Loo, Ryan Huebsch",Querying the Internet with PIER,2003,VLDB,conf/vldb/HuebschHLLSS03
1983,"Hamid Pirahesh, Christof Bornh�vd, Berthold Reinwald, Sailesh Krishnamurthy, Mehmet Altinel, C. Mohan",Cache Tables: Paving the Way for an Adaptive Database Cache,2003,VLDB,conf/vldb/AltinelBKMPR03
1984,"Inderpal Singh Mumick, Ashish Gupta",What is the Data Warehousing Problem? (Are Materialized Views the Answer?),1996,VLDB,conf/vldb/GuptaM96
1985,"Jeffrey Xu Yu, Weifa Liang, Maria E. Orlowska",Optimizing Multiple Dimensional Queries Simultaneously in Multidimensional Databases,2000,VLDB J.,journals/vldb/LiangOY00
1986,"Ling Liu, Robert Meersman",The Building Blocks for Specifying Communication Behavior of Complex Objects: An Activity-Driven Approach,1996,ACM Trans. Database Syst.,journals/tods/LiuM96
1987,?,Calls for Papers / Announcements,1994,SIGMOD Record,journals/sigmod/X94a
1988,"Yiu-Kai Ng, Y. S. Jiang, David W. Embley",Record-Boundary Discovery in Web Documents,1999,SIGMOD Conference,conf/sigmod/EmbleyJN99
1989,"Ouri Wolfson, Kailash Narayanan, Son Dao, Ramya Raj, A. Prasad Sistla",View Maintenance in Mobile Computing,1995,SIGMOD Record,journals/sigmod/WolfsonSDNR95
1990,"Nick Roussopoulos, Alexandros Labrinidis",Balancing Performance and Data Freshness in Web Database Servers,2003,VLDB,conf/vldb/LabrinidisR03
1991,"Jayant R. Haritsa, Juliana Freire, Maya Ramanath, Prasan Roy, J�r�me Sim�on",StatiX: making XML count,2002,SIGMOD Conference,conf/sigmod/FreireHRRS02
1992,"Christian S. Jensen, David B. Lomet",Transaction Timestamping in (Temporal) Databases,2001,VLDB,conf/vldb/JensenL01
1993,"Igor Timko, Torben Bach Pedersen, Christian Hage, Christian S. Jensen, Laurynas Speicys",Integrated Data Management for Mobile Services in the Real World,2003,VLDB,conf/vldb/HageJPST03
1994,"Markus Schneider, Ralf Hartmut G�ting",Realm-Based Spatial Data Types: The ROSE Algebra,1995,VLDB J.,journals/vldb/GutingS95
1995,"David Wai-Lok Cheung, Ada Wai-Chee Fu",A Transaction Replication Scheme for a Replicated Database with Node Autonomy,1994,VLDB,conf/vldb/FuC94
1996,Aris M. Ouksel,In-context peer-to-peer information filtering on the Web,2003,SIGMOD Record,journals/sigmod/Ouksel03
1997,"Raghu Ramakrishnan, S. Sudarshan, Divesh Srivastava, Praveen Seshadri",The CORAL Deductive System,1994,VLDB J.,journals/vldb/RamakrishnanSSS94
1998,"Alan Sussman, Anurag Acharya, Joel H. Saltz, Chialin Chang",T2: A Customizable Parallel Database for Multi-Dimensional Data,1998,SIGMOD Record,journals/sigmod/ChangASS98
1999,"Ren�e J. Miller, Anastasios Kementsietsidis, Marcelo Arenas",Mapping Data in Peer-to-Peer Systems: Semantics and Algorithmic Issues,2003,SIGMOD Conference,conf/sigmod/KementsietsidisAM03
2000,Garth A. Gibson,Storage Technology: RAID and Beyond,1995,SIGMOD Conference,conf/sigmod/Gibson95
2001,"Arnon Rosenthal, Edward Sciore",First-Class Views: A Key to User-Centered Computing,1999,SIGMOD Record,journals/sigmod/RosenthalS99
2002,HyoungDo Kim,Conceptual Modeling and Specification Generation for B2B Business Process based on ebXML,2002,SIGMOD Record,journals/sigmod/Kim02
2003,"Shing-Shan Peng, Kwei-Jay Lin",Enhancing External Consistency in Real-Time Transactions,1996,SIGMOD Record,journals/sigmod/LinP96
2004,"Thierry Coupaye, T. Svensen, Christine Collet",NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,1994,VLDB,conf/vldb/ColletCS94
2005,Arnaud Sahuguet,Kweelt: More than just yet another framework to query XML!,2001,SIGMOD Conference,conf/sigmod/Sahuguet01
2006,"Elizabeth A. M. Shriver, Bruce Hillyer, Wee Teck Ng, Banu �zden, Eran Gabber, David J. DeWitt, John Wilkes, Jim Gray, Bruce Gordon",Storage Service Providers: a Solution for Storage Management? (Panel),2001,VLDB,conf/vldb/OzdenGHNSDGGW01
2007,"Mark Deppe, Yongdong Wang, Alex Gorelik",Sybase Replication Server,1994,SIGMOD Conference,conf/sigmod/GorelikWD94
2008,"Angelo Pruscino, Rafiul Ahad, Roger Bamford",A Scalable and Highly Available Networked Database Architecture,1999,VLDB,conf/vldb/BamfordAP99
2009,"Robert J. Glushko, Bart Meltzer",XML and Electronic Commerce: Enabling the Network Economy,1998,SIGMOD Record,journals/sigmod/MeltzerC98
2010,"Maurizio Rafanelli, Elaheh Pourabbas",Hierarchies and Relative Operators in the OLAP Environment,2000,SIGMOD Record,journals/sigmod/PourabbasR00
2011,"Benjamin G. Zorn, Alexander L. Wolf, Jonathan E. Cook",Partition Selection Policies in Object Database Garbage Collection,1994,SIGMOD Conference,conf/sigmod/CookWZ94
2012,"J�rg-Uwe Kietz, Ulrich Reimer, Martin Staudt",Mining Insurance Data at Swiss Life,1997,VLDB,conf/vldb/KietzRS97
2013,"J�rg Sander, Hans-Peter Kriegel, Peer Kr�ger, Markus M. Breunig",Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering,2001,SIGMOD Conference,conf/sigmod/BreunigKKS01
2014,"Peter Dadam, Wolfgang Klas",The Database and Information System Research Group at the University of Ulm,1997,SIGMOD Record,journals/sigmod/DadamK97
2015,"Sudarshan S. Chawathe, Feng Peng",XPath Queries on Streaming Data,2003,SIGMOD Conference,conf/sigmod/PengC03
2016,Michael Ley,SIGMOD Anthology Editor's Message,2000,SIGMOD Record,journals/sigmod/Ley00
2017,Weidong Chen,Query Evaluation in Deductive Databases with Alternating Fixpoint Semantics,1995,ACM Trans. Database Syst.,journals/tods/Chen95a
2018,"Sibel Adali, Yannis Papakonstantinou, K. Sel�uk Candan, V. S. Subrahmanian",Query Caching and Optimization in Distributed Mediator Systems,1996,SIGMOD Conference,conf/sigmod/AdaliCPS96
2019,"David J. DeWitt, Manish Mehta",Managing Intra-operator Parallelism in Parallel Database Systems,1995,VLDB,conf/vldb/MehtaD95
2020,"Hanan Samet, Ken Smith, Glenn S. Iwerks",Continuous K-Nearest Neighbor Queries for Continuously Moving Points with Updates,2003,VLDB,conf/vldb/IwerksSS03
2021,"Michael J. Wynblatt, Julio C. Navas",The Network is the Database: Data Management for Highly Distributed Systems,2001,SIGMOD Conference,conf/sigmod/WynblattN01
2022,"Robert Meersman, Amit P. Sheth",Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,2002,SIGMOD Record,journals/sigmod/ShethM02
2023,"Nathan Goodman, Steve Rozen, Lincoln Stein",Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,1994,VLDB,conf/vldb/GoodmanRS94
2024,"Bj�rn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Sch�fer, Jochen Van den Bercken, J�rgen Kr�mer",XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,2001,VLDB,conf/vldb/SeegerBBKSDS01
2025,"Tore Risch, Ling Lin",Querying Continuous Time Sequences,1998,VLDB,conf/vldb/LinR98
2026,"Philip J. Harding, Bongki Moon, Quanzhong Li",XISS/R: XML Indexing and Storage System using RDBMS,2003,VLDB,conf/vldb/HardingLM03
2027,"Nelson Mendon�a Mattos, Serge Rielau, Bruce G. Lindsay, Stefan De�loch, You-Chin Fuh, Brian T. Tran, Danko Mannhaupt, Linda DeMichel, Weidong Chen",Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,1999,VLDB,conf/vldb/FuhDCMTLDRM99
2028,Torsten Grust,Accelerating XPath location steps,2002,SIGMOD Conference,conf/sigmod/Grust02
2029,"Christoph Kilger, Guido Moerkotte",Indexing Multiple Sets,1994,VLDB,conf/vldb/KilgerM94
2030,"Patrick E. O'Neil, Dallan Quass",Improved Query Performance with Variant Indexes,1997,SIGMOD Conference,conf/sigmod/ONeilQ97
2031,George Colliat,"OLAP, Relational, and Multidimensional Database Systems",1996,SIGMOD Record,journals/sigmod/Colliat96
2032,"Andrea Zisman, V. W. Setzer",New Concurrency Control Algorithms for Accessing and Compacting B-Trees,1994,VLDB,conf/vldb/SetzerZ94
2033,"Nick Roussopoulos, Alexandros Labrinidis",Update Propagation Strategies for Improving the Quality of Data on the Web,2001,VLDB,conf/vldb/LabrinidisR01
2034,Alberto O. Mendelzon,Information Director's Message,2000,SIGMOD Record,journals/sigmod/Mendelzon00
2035,"Raghu Ramakrishnan, Shaul Dar",A Performance Study of Transitive Closure Algorithms,1994,SIGMOD Conference,conf/sigmod/DarR94
2036,Avigdor Gal,"Data Management in eCommerce: The Good, the Bad, and the Ugly",2000,SIGMOD Conference,conf/sigmod/Gal00
2037,"Michael Jaedicke, Bernhard Mitschang",On Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS,1998,SIGMOD Conference,conf/sigmod/JaedickeM98
2038,"N. Winterbottom, S. J. O'Connell",Performing Jobs without Decompression in a Compressed Database System,2003,SIGMOD Record,journals/sigmod/OConnellW03
2039,Doug Stacey,"Replication: DB2, Oracle, or Sybase?",1995,SIGMOD Record,journals/sigmod/Stacey95
2040,"Jochen Van den Bercken, Bernhard Seeger",Query Processing Techniques for Multiversion Access Methods,1996,VLDB,conf/vldb/BerckenS96
2041,"Henry F. Korth, Stephen Blott, Abraham Silberschatz","Information, Communication, and Money: For What Can We Charge and How Can We Meter It?",1998,VLDB,conf/vldb/BlottKS98
2042,"M. Tamer �zsu, Randal J. Peters",An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems,1997,ACM Trans. Database Syst.,journals/tods/PetersO97
2043,"Laurent Dayn�s, Grzegorz Czajkowski",Lightweight Flexible Isolation for Language-based Extensible Systems,2002,VLDB,conf/vldb/DaynesC02
2044,"Mathias Weske, Gottfried Vossen",The WASA2 Object-Oriented Workflow Management System,1999,SIGMOD Conference,conf/sigmod/VossenW99
2045,"Felipe Cari�o, William O'Connell",Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,1998,VLDB,conf/vldb/CarinoO98
2046,"Shu-Yao Chien, Carlo Zaniolo, Vassilis J. Tsotras",Efficient schemes for managing multiversionXML documents,2002,VLDB J.,journals/vldb/ChienTZ02
2047,"Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet",Active Views for Electronic Commerce,1999,VLDB,conf/vldb/AbiteboulACEMM99
2048,"Gargi Sur, Mary F. Fernandez, Am�lie Marian, J�r�me Sim�on, Byron Choi",Implementing Xquery 1.0: The Galax Experience,2003,VLDB,conf/vldb/FernandezSCMS03
2049,"Brian Murphy, Elke A. Rundensteiner, Bradford Pielech, Maged El-Sayed, Mukesh Mulchandani, Luping Ding, Katica Dimitrova, Ling Wang, Xin Zhang",Rainbow: Multi-XQuery Optimization Using Materialized XML Views,2003,SIGMOD Conference,conf/sigmod/ZhangDWEMPMDR03
2050,"Eric Simon, Angelika Kotz Dittrich",Promises and Realities of Active Database Systems,1995,VLDB,conf/vldb/SimonD95
2051,Ling Liu,Editor's Notes,2003,SIGMOD Record,journals/sigmod/Liu03b
2052,"Gerti Kappel, Werner Retschitzegger",The TriGS Active Object-Oriented Database System - An Overview,1998,SIGMOD Record,journals/sigmod/KappelR98
2053,"Takeshi Fukuda, Yasuhiko Morimoto, Takeshi Tokuyama, Shinichi Morishita",Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,1996,VLDB,conf/vldb/FukudaMMT96
2054,"Samuel Kounev, Alejandro P. Buchmann",Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,2002,VLDB,conf/vldb/KounevB02
2055,"Nadjiba Sahraoui, Andr� Gamache",Addressing Techniques Used in Database Object Managers O2 and Orion,1995,SIGMOD Record,journals/sigmod/GamacheS95
2056,"Amit P. Sheth, Sanjeev Thacker, Shuchi Patel",Complex relationships and knowledge discovery support in the InfoQuilt system,2003,VLDB J.,journals/vldb/ShethTP03
