https://www.scads.de/movieBenchmark/ontology/primaryProfessions,http://dbpedia.org/ontology/birthYear,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/genre_list,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
,,Adam Cruise,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2874514,,,,,,,,,
"writer,actor,producer",1917-01-01,Heinrich Böll,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0127093,,,,,,,,,
"writer,producer,actor",1961-01-01,Ricky Gervais,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0315041,,,,,,,,,
"actor,writer,director",1967-01-01,Anders Jansson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1162194,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630961,1960-01-01,,0,Switchblade,Switchblade,Drama,5,8,
"actress,soundtrack",1902-01-01,Elsa Lanchester,1986-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006471,,,,,,,,,
actress,,Garet Scott,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0779159,,,,,,,,,
actor,1891-01-01,James Bell,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0068257,,,,,,,,,
,,Lawrence Jackson III,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3092578,,,,,,,,,
actor,,Len Doncheff,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0232338,,,,,,,,,
actress,1989-01-01,Kim So-eun,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2664367,,,,,,,,,
"cinematographer,camera_department,director",,Josip Ivancic,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2671972,,,,,,,,,
"actor,writer,producer",1941-01-01,Sener Sen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0784038,,,,,,,,,
writer,,Bertha Holt,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6470381,,,,,,,,,
"actor,soundtrack,writer",1905-01-01,Joseph Cotten,1994-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001072,,,,,,,,,
"actor,stunts,miscellaneous",1933-01-01,William Smith,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0810342,,,,,,,,,
actor,,Daniel Buccos,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0117918,,,,,,,,,
"actor,soundtrack,miscellaneous",1903-01-01,Alan Napier,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0621002,,,,,,,,,
"actress,soundtrack",1910-01-01,Inge Meysel,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0583734,,,,,,,,,
actor,1909-01-01,Stuart Randall,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0709695,,,,,,,,,
"actor,director,writer",1938-01-01,Chris Robinson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0732468,,,,,,,,,
"producer,writer,miscellaneous",,Alec Berg,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0073688,,,,,,,,,
"producer,writer,miscellaneous",1970-01-01,Anya Epstein,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0258425,,,,,,,,,
,,Randy Williams,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3347131,,,,,,,,,
actor,,David Klar,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1026099,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0935329,2006-01-01,43,0,Fuel Tank Cleaner,Fuel Tank Cleaner,Reality-TV,15,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551404,2004-01-01,30,0,The Car Pool Lane,The Car Pool Lane,Comedy,6,4,
"actress,producer",1951-01-01,Janet-Laine Green,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0337945,,,,,,,,,
"director,writer",,Bill Anderson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006624,,,,,,,,,
"writer,actor,director",,Miles Luna,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3950939,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630924,1956-01-01,30,0,Now a Brief Word,Now a Brief Word,Drama,6,4,
,,Trent Bateman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3091827,,,,,,,,,
,,Lisa Bateman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2371187,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0382577,1994-01-01,60,0,Hexagon,Hexagon,Documentary,,,
"actor,miscellaneous",1899-01-01,Brick Sullivan,1959-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0837986,,,,,,,,,
actor,,Michael Montgomery,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9078080,,,,,,,,,
actor,1914-01-01,Larry J. Blake,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0086627,,,,,,,,,
writer,,Cressida Cowell,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2441763,,,,,,,,,
"actress,miscellaneous,soundtrack",1924-01-01,Nina Foch,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001225,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0829713,2005-01-01,43,0,Sludge Cleaner,Sludge Cleaner,Reality-TV,6,1,
"producer,writer,actress",,Sandy Chanley,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0151905,,,,,,,,,
"director,art_director,costume_designer",1898-01-01,Mitchell Leisen,1972-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0500552,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0726136,1974-01-01,60,0,Indictment,Indictment,"Crime,Drama",20,1,
"actor,writer",1950-01-01,Shlomo Bar-Aba,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0052722,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631068,1954-01-01,30,0,You're Driving Me Crazy,You're Driving Me Crazy,Drama,5,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604420,1998-01-01,,0,Something Sacred: Part 2,Something Sacred: Part 2,"Crime,Drama,Mystery",13,6,
"writer,art_department,animation_department",,Florian Ferrier,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4308305,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551386,2002-01-01,30,0,Club Soda and Salt,Club Soda and Salt,Comedy,3,3,
actress,,Seon-jin Lee,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1348400,,,,,,,,,
"actor,soundtrack",1890-01-01,Harry Shannon,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0788288,,,,,,,,,
,,Dellen Vanderpool,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3091999,,,,,,,,,
"actor,soundtrack",1930-01-01,Dick Sargent,1994-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0765102,,,,,,,,,
actor,1940-01-01,David Benesty,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4826100,,,,,,,,,
"cinematographer,camera_department,visual_effects",,Chris Openshaw,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0649069,,,,,,,,,
actor,1933-01-01,Robert Ellis,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0255056,,,,,,,,,
"production_designer,art_director,art_department",,Harold Thrasher,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0861885,,,,,,,,,
"actor,producer",1976-01-01,Sebastian Arcelus,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1278376,,,,,,,,,
actor,1991-01-01,Shuntarô Yanagi,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5030112,,,,,,,,,
actor,1917-01-01,Will Kuluva,1990-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0474699,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0829695,2005-01-01,44,0,Cheese Maker,Cheese Maker,Reality-TV,9,1,
"actress,soundtrack,writer",1937-01-01,Margaret O'Brien,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0639684,,,,,,,,,
"producer,camera_department,production_manager",,Tom Bull,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0120002,,,,,,,,,
"actor,soundtrack",1928-01-01,Don Dubbins,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0239210,,,,,,,,,
"miscellaneous,writer,producer",,Peter Sauder,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0766558,,,,,,,,,
actress,1923-01-01,Jorja Curtright,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0193591,,,,,,,,,
"actor,writer",1926-01-01,Bing Russell,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0751032,,,,,,,,,
"cinematographer,miscellaneous",1912-01-01,Wolfgang Suschitzky,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0839807,,,,,,,,,
"producer,writer",,Patrick Egerton,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5614781,,,,,,,,,
writer,,Subbanna Deekshitulu,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0214288,,,,,,,,,
"writer,camera_department,editor",1925-01-01,Tony Benn,2014-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1125277,,,,,,,,,
"actor,writer",1935-01-01,Herbert Prikopa,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0697488,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0038902,1946-01-01,96,0,Sag' die Wahrheit,Sag' die Wahrheit,"Comedy,Romance",,,
actress,1931-01-01,Betsy von Furstenberg,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0902277,,,,,,,,,
"music_department,composer,soundtrack",1914-01-01,Leon Klatzkin,1992-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0458372,,,,,,,,,
"actor,music_department,soundtrack",1970-01-01,John Simm,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0799591,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630869,1956-01-01,30,0,Gesundheit,Gesundheit,Drama,25,3,
actor,1932-01-01,Scott Marlowe,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0549325,,,,,,,,,
writer,,Elçin Afandiyev,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0253021,,,,,,,,,
writer,,Nisio Isin,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3451227,,,,,,,,,
actress,1926-01-01,Toni Gerry,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0314787,,,,,,,,,
"director,writer,producer",1931-01-01,André S. Labarthe,2018-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0479351,,,,,,,,,
"actress,miscellaneous",1916-01-01,Margaret Hayes,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0371135,,,,,,,,,
"director,miscellaneous",1917-01-01,Justus Addiss,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0011727,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0726131,1973-01-01,60,0,Ambush on 7th Avenue,Ambush on 7th Avenue,"Crime,Drama",2,1,
"writer,miscellaneous",1917-01-01,Robert J. Shaw,1996-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0789947,,,,,,,,,
actress,,Lucy Prentis,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1506833,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631063,1957-01-01,30,0,Wedding Day,Wedding Day,Drama,23,4,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604365,1998-01-01,,0,Fallen Heroes: Part 2,Fallen Heroes: Part 2,"Crime,Drama,Mystery",23,6,
"actor,writer",,Harper Barnes,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0055619,,,,,,,,,
"miscellaneous,writer,producer",,Edward Gold,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0324964,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551381,2000-01-01,27,0,AAMCO,AAMCO,Comedy,7,1,
"actor,producer,director",1940-01-01,Patrick Stewart,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001772,,,,,,,,,
writer,1922-01-01,Blaga Dimitrova,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0227399,,,,,,,,,
actress,1910-01-01,Nancy Evans,1963-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0263091,,,,,,,,,
actress,1921-01-01,Catherine McLeod,1997-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0572783,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1049250,2007-01-01,30,0,The Anonymous Donor,The Anonymous Donor,Comedy,2,6,
"actress,soundtrack",1971-01-01,Amanda Holden,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0390155,,,,,,,,,
"actor,producer",1989-01-01,Marc Donato,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0232278,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0843050,2006-01-01,22,0,Victor. Echo. November.,Victor. Echo. November.,"Action,Adventure,Animation",6,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0447763,2005-01-01,30,0,High Spirits with Shirley Ghostman,High Spirits with Shirley Ghostman,Comedy,,,
"director,writer,editor",1930-01-01,Jean-Luc Godard,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000419,,,,,,,,,
"actress,producer,director",1970-01-01,Shauna MacDonald,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0531932,,,,,,,,,
"actress,miscellaneous",1912-01-01,Maidie Norman,1998-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0635564,,,,,,,,,
actor,1969-01-01,Rino Romano,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0738951,,,,,,,,,
"writer,producer,miscellaneous",1933-01-01,William Link,2020-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0512894,,,,,,,,,
"editor,actor,editorial_department",1975-01-01,Julian Francis Adderley,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1158273,,,,,,,,,
writer,1904-01-01,Fred Schiller,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0771622,,,,,,,,,
"actor,director",1930-01-01,Skip Homeier,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0392945,,,,,,,,,
"actor,writer,producer",1975-01-01,Marc Wootton,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1742630,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631026,1959-01-01,30,0,The Portrait,The Portrait,Drama,21,6,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604328,1999-01-01,,0,A Case of Do or Die,A Case of Do or Die,"Crime,Drama,Mystery",14,7,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710736,1963-01-01,,0,Image of Glory,Image of Glory,"Drama,Sport,Western",18,1,
actor,1904-01-01,Douglas Evans,1968-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0262720,,,,,,,,,
actress,1939-01-01,Kathleen Widdoes,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0927043,,,,,,,,,
"writer,music_department",1901-01-01,Pingali Nagendra Rao,1971-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0710589,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630864,1955-01-01,30,0,Feeling No Pain,Feeling No Pain,Drama,33,2,
"writer,art_department",,Terry Moore,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1470885,,,,,,,,,
"composer,music_department",1960-01-01,Oreste Fiengo,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0276392,,,,,,,,,
"actress,writer,producer",1962-01-01,Rosie O'Donnell,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005280,,,,,,,,,
"actor,director,soundtrack",1909-01-01,Everett Sloane,1965-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0806041,,,,,,,,,
"actor,soundtrack",1919-01-01,Lawrence Tierney,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0862937,,,,,,,,,
"producer,writer,miscellaneous",1928-01-01,Philip Saltzman,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0759170,,,,,,,,,
,,Bernard Ilsley,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2365325,,,,,,,,,
"cinematographer,camera_department,location_management",,Bill Sheehy,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0790642,,,,,,,,,
actor,1885-01-01,Joseph Granby,1965-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0334724,,,,,,,,,
actor,1918-01-01,James McCallion,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0564706,,,,,,,,,
actor,,David Ritchie,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0728547,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505697,1961-01-01,60,0,The Trial of Adam Troy,The Trial of Adam Troy,Adventure,11,3,
actor,1929-01-01,Ted Gehring,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0311811,,,,,,,,,
"producer,miscellaneous,visual_effects",,Claudia Katz,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0441656,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604360,1997-01-01,,0,Double Blind,Double Blind,"Crime,Drama,Mystery",18,5,
"editor,producer,camera_department",1916-01-01,Hal Geer,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0311621,,,,,,,,,
actor,1946-01-01,Scotty Morrow,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0607545,,,,,,,,,
"actor,writer",1952-01-01,Nicholas Gecks,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0311431,,,,,,,,,
actor,1939-01-01,Rainer von Artenfels,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0901901,,,,,,,,,
"set_decorator,production_designer,art_department",,Susan Kessel,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0450270,,,,,,,,,
"actor,soundtrack",,Stephen Ouimette,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0653554,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657665,1960-01-01,30,0,Anniversary,Anniversary,"Adventure,Drama,Family",9,1,
writer,,Elizabeth S. Holding,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6791821,,,,,,,,,
"actor,producer",1979-01-01,Dominic Zamprogna,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0952778,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630827,1958-01-01,30,0,Air Stewardess,Air Stewardess,Drama,22,5,
"actor,soundtrack",1914-01-01,Parley Baer,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0046373,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6950410,2017-01-01,,0,Purple Zappa,Purple Zappa,"Animation,Comedy,Family",74,1,
actor,1912-01-01,Wally Cassell,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0144082,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt7525428,2018-01-01,22,0,The Venture Bros. and the Curse of the Haunted Problem,The Venture Bros. and the Curse of the Haunted Problem,"Action,Adventure,Animation",1,7,
actor,1931-01-01,Lev Kruglyy,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0472622,,,,,,,,,
actor,1944-01-01,Joseph Cuby,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0190940,,,,,,,,,
actress,1886-01-01,Carroll McComas,1962-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0566166,,,,,,,,,
"actor,writer",1914-01-01,Alan Caillou,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0128845,,,,,,,,,
production_designer,,Shamil Nadzhaf-zade,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0618988,,,,,,,,,
actress,1930-01-01,Kate Manx,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0544347,,,,,,,,,
actor,1919-01-01,Jack Haddock,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0352714,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631021,1960-01-01,30,0,The Night the Doorbell Rang,The Night the Doorbell Rang,Drama,11,8,
"director,miscellaneous,producer",1927-01-01,Herbert Ross,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006889,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710731,1963-01-01,,0,Death Rides a Pale Horse,Death Rides a Pale Horse,"Drama,Sport,Western",15,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0847453,2006-01-01,22,0,Showdown at Cremation Creek: Part 1,Showdown at Cremation Creek: Part 1,"Action,Adventure,Animation",12,2,
actress,1948-01-01,Mimi Gibson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0317127,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6764872,2017-01-01,38,0,The Accidental Text on Purpose,The Accidental Text on Purpose,Comedy,6,9,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630999,1960-01-01,30,0,The Grenade,The Grenade,Drama,14,7,
"music_department,sound_department,director",,Aaron Alon,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9027209,,,,,,,,,
actress,1938-01-01,Pilar Seurat,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0786193,,,,,,,,,
"writer,producer,miscellaneous",1934-01-01,Richard Levinson,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0506087,,,,,,,,,
"writer,actress",1922-01-01,Gabrielle Upton,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0881501,,,,,,,,,
actress,1926-01-01,Patricia Cutts,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0194036,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6950392,2016-01-01,,0,King of the City,King of the City,"Animation,Comedy,Family",33,1,
"director,actor,writer",1903-01-01,Norman Foster,1976-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0287988,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520146,1962-01-01,,0,The Day of the Whale,The Day of the Whale,Adventure,22,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505692,1959-01-01,49,0,The Raft,The Raft,Adventure,8,1,
"music_department,actor,producer",1958-01-01,Giancarlo Esposito,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0002064,,,,,,,,,
actor,1942-01-01,Anthony Numkena,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0634568,,,,,,,,,
,,Howard Clair,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3438571,,,,,,,,,
"actor,writer,editor",1976-01-01,Per Andersson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1253977,,,,,,,,,
actress,1929-01-01,Nancy Millard,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1638197,,,,,,,,,
"producer,writer,miscellaneous",1956-01-01,Larry Charles,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0153078,,,,,,,,,
"actor,writer",1920-01-01,Scott Forbes,1997-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0285401,,,,,,,,,
actress,,Mary Sullivan,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0838236,,,,,,,,,
actor,1978-01-01,Nathaniel Moreau,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0603425,,,,,,,,,
actress,1939-01-01,Andrea Dahmen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0197210,,,,,,,,,
"producer,director,writer",1929-01-01,Joseph Hardy,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0362683,,,,,,,,,
actress,1894-01-01,Myra Marsh,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0550631,,,,,,,,,
writer,,Vladimir Zuev,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0958886,,,,,,,,,
"actress,soundtrack,miscellaneous",1930-01-01,Maria Körber,2018-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0477966,,,,,,,,,
"miscellaneous,writer",,Miriam Geiger,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1602035,,,,,,,,,
"editor,editorial_department",,Eva Kohlschein,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0463344,,,,,,,,,
actress,,Frédérique Camaret,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9325371,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630822,1958-01-01,30,0,A Strange Adventure,A Strange Adventure,Drama,28,5,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2790174,2014-01-01,56,0,Who Goes There,Who Goes There,"Crime,Drama,Mystery",4,1,
actor,,Michael Hogan,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0389585,,,,,,,,,
"actor,stunts",1934-01-01,Bill Hart,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0366159,,,,,,,,,
"editor,producer,writer",,Grady Cooper,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0178071,,,,,,,,,
,,Bob Combs,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3096833,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505655,1960-01-01,60,0,One Little Pearl,One Little Pearl,Adventure,8,2,
"editor,editorial_department,sound_department",,Roy Sharman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0788946,,,,,,,,,
"director,producer,miscellaneous",1935-01-01,John Erman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0259589,,,,,,,,,
"producer,writer,miscellaneous",,Achinette Villamor,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4964453,,,,,,,,,
"assistant_director,director,producer",1909-01-01,Rafail Perelshteyn,1978-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0673283,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883889,1994-01-01,21,0,The Weeping Woman,The Weeping Woman,"Animation,Comedy,Fantasy",5,2,
actor,1939-01-01,Bronislav Poloczek,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0689763,,,,,,,,,
actor,1917-01-01,Charles Drake,1994-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0236866,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0264235,2000-01-01,28,0,Curb Your Enthusiasm,Curb Your Enthusiasm,Comedy,,,
"actress,soundtrack",1915-01-01,Frances Mercer,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0580263,,,,,,,,,
"producer,production_manager,miscellaneous",,Susan Murdoch,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0613774,,,,,,,,,
