http://xmlns.com/foaf/0.1/gender,https://www.scads.de/movieBenchmark/ontology/name,entityUrl,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/status,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,https://www.scads.de/movieBenchmark/ontology/birthPlace,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
1,Carolina Möllerstedt Widell,https://www.scads.de/movieBenchmark/resource/TMDB/person2315174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Dudley Simpson,https://www.scads.de/movieBenchmark/resource/TMDB/person1397052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Yaphet Kotto,https://www.scads.de/movieBenchmark/resource/TMDB/person5050,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
2,Miroslav Donutil,https://www.scads.de/movieBenchmark/resource/TMDB/person124141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yiu-Tsou Cheung,https://www.scads.de/movieBenchmark/resource/TMDB/person56832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Keiko Toda,https://www.scads.de/movieBenchmark/resource/TMDB/person57736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Robert Zemeckis,https://www.scads.de/movieBenchmark/resource/TMDB/person24,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
1,Jung Hye-sung,https://www.scads.de/movieBenchmark/resource/TMDB/person1539733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tzvetana Galabova,https://www.scads.de/movieBenchmark/resource/TMDB/person1856622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694560,1953-01-01,8,1953-11-08,1,,Letter to Loretta: Kid Stuff,,,,,,,,,,,,,,,,,,,,,,
2,Jean Gras,https://www.scads.de/movieBenchmark/resource/TMDB/person115470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mario Serandrei,https://www.scads.de/movieBenchmark/resource/TMDB/person15132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Fred Freiberger,https://www.scads.de/movieBenchmark/resource/TMDB/person16036,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie526112,1985-01-01,,1985-02-19,,,Bağ Mövsümü,,,,,,az,Drama,,Bağ Mövsümü,Released,,,,77,0,0,"Azerbaijan, Soviet Union",Azərbaycan,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode257110,1996-01-01,2,1996-05-05,1,Daniel Feeld's life is still unravelling. Daniel wakes up in hospital where he was taken following his collapse in a Soho karaoke bar.,Wednesday,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode758435,2008-01-01,2,2008-05-05,1,Isabella Rossellini explores the mating habits of dragonflies.,Dragonfly,,,,,,,,,,,,,,,,,,,,,,
2,John David Coles,https://www.scads.de/movieBenchmark/resource/TMDB/person163097,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
2,Jacques Richard,https://www.scads.de/movieBenchmark/resource/TMDB/person25069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Matt Witten,https://www.scads.de/movieBenchmark/resource/TMDB/person1212236,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1141072,2015-01-01,16,2015-08-25,1,,Episode 16,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1728521,2019-01-01,9,2019-02-10,1,,Episode 9,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1021734,2015-01-01,11,2015-02-27,3,"Things turn ugly when Frank, Jackie, and Heather square off during their first debate. Tom joins Claire on the campaign trail.",Chapter 37,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198927,2005-01-01,5,2005-08-23,1,"Exterminator, crab fisherman, blacksmith/farrier",Vexcon,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1299533,2016-01-01,7,2016-03-21,2,,Stadig fuuuuuucked,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57916,2001-01-01,11,2001-07-08,1,,Over My Dead Body (1),,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038928,,15,,1,"A sit-down dinner with family and friends doesn't have to be formal. Devil Shrimp, Sausage and Potato Packets with Homemade Mustard, Mushroom and Walnut Salad in Sour Cream Dressing, and Apple Peel Granité with Apple Purée are dishes that bring the ease of a picnic inside. Jacques assembles a plate full of Basil, Cheese, Fig, and Nut Bites, an easy light lunch or a perfect cheese course.",Wrap It Up,,,,,,,,,,,,,,,,,,,,,,
1,Lloyd Rose,https://www.scads.de/movieBenchmark/resource/TMDB/person1236845,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1255071,1994-01-01,1,1994-01-17,1,,Episode 1,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1783563,2019-01-01,7,2019-05-11,1,,Episode 7,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1012873,2014-01-01,20,2014-10-22,1,Brad Pitt sits down with Zach Galifianakis for his second most memorable interview yet.,Brad Pitt,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode673164,,36,,1,,Episode 36 - Hand Walk III ~ Bamboo Derby II,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode65196,2013-01-01,12,2013-02-01,1,The President sends Frank to St. Louis to persuade Raymond Tusk into becoming the new Vice President. Zoe and Janine investigate Peter Russo's death.,Chapter 12,,,,,,,,,,,,,,,,,,,,,,
1,Joy Bang,https://www.scads.de/movieBenchmark/resource/TMDB/person160868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Kyla Kenedy,https://www.scads.de/movieBenchmark/resource/TMDB/person1200404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,William C. Gerrity,https://www.scads.de/movieBenchmark/resource/TMDB/person950637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Antônio Pompêo,https://www.scads.de/movieBenchmark/resource/TMDB/person142321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ronald Carr,https://www.scads.de/movieBenchmark/resource/TMDB/person2153617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode907771,2012-01-01,3,2012-01-22,2,"Araragi leaves Kanbaru's house and meets a dangerous man named Kaiki. While following him, he runs into Senjougahara, who berates him for skipping his studies.","[18] Karen Bee, Part 3",,,,,,,,,,,,,,,,,,,,,,
2,Manuel Rubey,https://www.scads.de/movieBenchmark/resource/TMDB/person128961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1522768,2018-01-01,6,2018-08-26,2,,Episode 6,,,,,,,,,,,,,,,,,,,,,,
2,Nishio Ishin,https://www.scads.de/movieBenchmark/resource/TMDB/person1256920,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie27503,1927-01-01,,1927-06-04,,A carnival knife thrower hopes to marry a scantily clad carnival girl.,The Unknown,,,,,,en, Horror,,The Unknown,Released,,,,63,217000,0,United States of America,English,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694523,1960-01-01,11,1960-11-27,8,,The Night the Doorbell Rang,,,,,,,,,,,,,,,,,,,,,,
2,Nic Pizzolatto,https://www.scads.de/movieBenchmark/resource/TMDB/person1281190,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1336678,2017-01-01,1,2017-10-01,9,"Larry tries to rid himself of an inept assistant, offends Jeff’s barber and gets into hot water over a new project.",Foisted!,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324178,2004-01-01,9,2004-03-07,4,Larry and Cheryl prepare to renew their wedding vows; Larry mulls an offer from his dry cleaner.,The Survivor,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521729,1963-01-01,23,1963-03-18,1,,Joby,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402794,1962-01-01,32,1962-09-25,1,,The Spaniard,,,,,,,,,,,,,,,,,,,,,,
0,Pierre Excoffier,https://www.scads.de/movieBenchmark/resource/TMDB/person22320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382497,2017-01-01,7,2017-11-12,9,"Larry angers a hot-yoga teacher, has an auspicious first date, and seethes over a run-in with an unfair Uber driver.",Namaste,,,,,,,,,,,,,,,,,,,,,,
,Baltimore Pictures,https://www.scads.de/movieBenchmark/resource/TMDB/company11407,,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,
0,Kamu Mukherjee,https://www.scads.de/movieBenchmark/resource/TMDB/person1619220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries5895,2000-01-01,,2000-04-26,,"'Naota is a normal Japanese 6th grade boy (although a little cynical), but when his older brother leaves for America to play baseball, his brother leaves his 17 year old girlfriend Mamimi behind. Mamimi is sending mixed signals and advances to Naota, and he doesn't know what to do about her. But to make matters worse, Naota's world is totally turned upside down when he is run over by a woman on a Vespa. During their first encounter, she hits him over the head with her guitar, which then causes a horn to grow out of his forehead. She calls herself ''Haruko'' and her presence changes Naota's life to even further insanity",FLCL,JP,,,false,2018-10-13,ja, Action & Adventure,ja,フリクリ,Ended,http://flcl-anime.com/,3,18,25,,,,,,,,
0,Kelly L'Estrange,https://www.scads.de/movieBenchmark/resource/TMDB/person1394958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Janty Yates,https://www.scads.de/movieBenchmark/resource/TMDB/person946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode972122,2014-01-01,8,2014-02-14,2,The war with Tusk intensifies. Claire influences Tricia Walker politically and domestically. Francis has a show-down with Linda Vasquez.,Chapter 21,,,,,,,,,,,,,,,,,,,,,,
0,Anne Marie Walters,https://www.scads.de/movieBenchmark/resource/TMDB/person2278216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode758430,2008-01-01,4,2008-05-05,1,Isabella Rossellini explores the mating habits of fireflies.,Firefly,,,,,,,,,,,,,,,,,,,,,,
1,Ingrid Veninger,https://www.scads.de/movieBenchmark/resource/TMDB/person168770,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
2,Robert Palfrader,https://www.scads.de/movieBenchmark/resource/TMDB/person221804,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,Atlantic Productions,https://www.scads.de/movieBenchmark/resource/TMDB/company8172,,,,,,,GB,productionCompany,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1634922,2015-01-01,5,2015-09-29,2,"Texas, Baz encourages Nancy to drive a monster truck and swing through the air on a 183ft-high sky-coaster. They end their trip on a working cattle ranch but not before each discovers how much the other has to hide during a lie-detector test.",Texas,,,,,,,,,,,,,,,,,,,,,,
0,URA,https://www.scads.de/movieBenchmark/resource/TMDB/person2399351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sanjeev Bhaskar,https://www.scads.de/movieBenchmark/resource/TMDB/person145997,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1317843,2017-01-01,2,2017-03-17,1,,Eva Röse gästar,,,,,,,,,,,,,,,,,,,,,,
0,Damon Charles,https://www.scads.de/movieBenchmark/resource/TMDB/person33573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode104716,2000-01-01,5,2000-03-24,3,,Episode 5,,,,,,,,,,,,,,,,,,,,,,
1,Yoko Kanno,https://www.scads.de/movieBenchmark/resource/TMDB/person186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ken Naitou,https://www.scads.de/movieBenchmark/resource/TMDB/person1315188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57911,2001-01-01,6,2001-05-20,1,,Prisoner's Base (2),,,,,,,,,,,,,,,,,,,,,,
2,Leo Martinez,https://www.scads.de/movieBenchmark/resource/TMDB/person947522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038923,,10,,1,"A pressure cooker is a means of fast, efficient cooking as in Jacques' Veal Roast. To serve with it, Skillet Endives quickly provide a more concentrated taste. Two great starters, Summer Salad Santé and Tomato and Mozzarella Fans, are best with fresh ingredients from the garden, while Pear Brown Betty uses leftover baked goods to provide a dessert that won't have any leftovers.",Perfect 'Pear'ings,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516566,2010-01-01,3,2010-11-23,4,"'One eyed crime matriarch Kath Pettingill mothered a brood of 10 children, many of whom variously went to early graves, prison or witness protection. She has a string of convictions and wrote an autobiography titled “The Matriarch” She is reported to have offered $20,000 for the testicles of an undercover detective who infiltrated her crime family.Her family included:DENNIS ALLEN, SON: one of the most feared drug dealers in Melbourne. Nicknamed ‘Mr. Death’ or ‘Mr. D’, he was believed to have been involved in up to 13 underworld murders including members of his own family. He’s been blamed for the dismembering of a Hells Angels biker with a chainsaw. He died in 1987, aged 35. VICTOR GEORGE PEIRCE, SON - A member notorious armed robber who was one of four men charged and acquitted of the ambush murders of two young police constables in Walsh Street, South Yarra, on October 12, 1988. At age 42, Peirce would meet his end, becoming a victim of the Gangland killings, shot dead in 2002. Pierce’s defacto, Wendy Peirce, told a newspaper in 2007 that her husband had organised the Walsh Street killings as payback for the death of his friend Graeme Jensen, who was shot dead in Narre Warren by police the day before.TREVOR PETTINGILL, SON - Born February 16, 1965, Trevor's experience of institutions began when he was six years old. He was put under state supervision because he was seen to be in moral danger. Trevor became a hardened career criminal. In 1987, with mother Kath, he pleaded guilty to heroin possession. Trevor was also charged with the murders of the two policemen in Walsh St in 1988.PETER JOHN ALLEN, SON - has multiple convictions for rape, armed robbery, drug trafficking and other offences, and spent 28 years behind bars.JASON RYAN, NEPHEW - Jason moved in with his uncle Dennis Allen during the height of his heroin empire and was apparently used as a carrier of drugs and guns. Jason became a witness for the prosecution in the trial of his uncle for the Walsh St murders.",CIA: FAMILIES OF CRIME - Mother of Evil,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509375,2017-01-01,69,2017-10-26,1,"When Gran tells Monty that good things come to those who wait, he wonders how it could be better to wait for something than to have it right away.",Waiting Games,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode937746,1995-01-01,11,1995-06-19,1,"Mr. Gone uses a captured doctor to replace his head (which got recovered by an Isz from Julie's apartment).  Meanwhile, Maxx tells a bunch of kids a story relating to his origin, specifically where he got his claws.  Julie continues to question her relationship with Maxx while sitting on the toilet.  We flash to the Outback where Maxx battles many strange creatures.",Episode 11,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode65191,2013-01-01,7,2013-02-01,1,"Frank helps Peter get ready for his governor race, but Peter is starting to have second thoughts. Doug tries to help a young hooker in trouble.",Chapter 7,,,,,,,,,,,,,,,,,,,,,,
1,Karin Scheltes,https://www.scads.de/movieBenchmark/resource/TMDB/person1824692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199066,2010-01-01,7,2010-02-16,6,"Mike reminisces about jobs where he had to work in tight spaces, including the time he cleaned the inside of a buoy, his adventure in an abandoned mine, and an insulation application assignment beneath a home.",Tight Spaces 2,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1320573,2017-01-01,12,2017-05-30,5,"Frank attempts to stop Cathy from testifying. With Hammerschmidt sniffing out the truth, the Underwoods throw someone close to them under the bus.",Chapter 64,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311215,1998-01-01,4,1998-10-30,7,"A woman brings to the homicide unit her mystery-writer husband's videotaped declaration that his literary agent is responsible for his murder. Ballard and Gharty catch the case -- only there is no body or crime scene. Meanwhile, Munch and Bayliss investigate the death of an elderly woman that occurred during a break-in -- was it a homicide? Munch would rather leave for his weekend rendezvous with Billie Lou. Ballard and Gharty's investigation becomes a red-ball as they find evidence in the writer's office that a crime was committed. A break leads to the arrest of the literary agent and his accomplice, although Danvers can't guarantee a conviction. Falsone asks Ballard if she would like to go out Saturday night; just then the jury comes back. And a sharp-eyed juror insures that justice is done.",The Twenty Percent Solution,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694468,1959-01-01,16,1959-01-18,6,,This is the Moment,,,,,,,,,,,,,,,,,,,,,,
1,Minako Kotobuki,https://www.scads.de/movieBenchmark/resource/TMDB/person1249310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wolfgang Reitherman,https://www.scads.de/movieBenchmark/resource/TMDB/person57314,,,,,,,,,Visual Effects,,,,,,,,,,,,,,,,,,,
0,Diana Potter,https://www.scads.de/movieBenchmark/resource/TMDB/person1167770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Frank Cottrell Boyce,https://www.scads.de/movieBenchmark/resource/TMDB/person26190,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1350033,2017-01-01,5,2017-08-14,2,,Episode 5,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries2418,2004-01-01,,2004-08-07,,"Hank and Dean Venture, with their father Doctor Venture and faithful bodyguard Brock Samson, go on wild adventures facing megalomaniacs, zombies, and suspicious ninjas, all for the glory of adventure. Or something like that.",The Venture Bros.,US,,,true,2018-10-08,en,Animation,en,The Venture Bros.,Returning Series,http://www.adultswim.com/videos/the-venture-bros/,7,81,22,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324173,2004-01-01,4,2004-01-25,4,Larry David has a huge problem with name tags. In the process Larry reveals a bathroom preference that disgusts Jeff. Ted Danson makes another great cameo.,The Weatherman,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521724,1963-01-01,25,1963-04-01,1,,Color Him Lucky,,,,,,,,,,,,,,,,,,,,,,
0,Mikhail Sidorkin,https://www.scads.de/movieBenchmark/resource/TMDB/person1803587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382492,2003-01-01,50,2003-04-03,1,,Episode 50,,,,,,,,,,,,,,,,,,,,,,
,Vietnam Feature Film Studio,https://www.scads.de/movieBenchmark/resource/TMDB/company21300,,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,
0,Yukihoro Miyamoto,https://www.scads.de/movieBenchmark/resource/TMDB/person2399124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie321480,1927-01-01,,1927-12-26,,Oswald plays a cop who woos a nurse who wanders into the park. Pete then gets Oswald drunk and woos the nurse wearing Oswald's stolen uniform.,Rickety Gin,,,,,,en,Animation,,Rickety Gin,Released,,,,6,0,0,United States of America,English,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1044035,2014-01-01,6,2014-02-18,1,When Andre sees a picture of Mary Jane with David at the gala he starts questioning if she is still involved with him.,Hindsight is 20/40,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode942987,2004-01-01,3,2004-07-04,1,,"Cannibals and cavemen, Culzean Castle",,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1503326,2018-01-01,2,2018-06-10,2,"Hidomi wakes up from yet another dream of her becoming a Zombie. At school, Raharu gives her a handout to bring over to Ide, who didn't show up to class.",Freebie Honey,,,,,,,,,,,,,,,,,,,,,,
2,David Steinberg,https://www.scads.de/movieBenchmark/resource/TMDB/person15452,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311197,1998-01-01,10,1998-01-09,6,"'A white man is found lynched in a historic black section of the city; Falsone and Lewis investigate. The day after Tim's dinner date with the male restaurant owner that Tim was positive about, Frank is perplexed by Tim's interest in Laura Ballard. The autopsy reveals that the hanged man was also whipped. Gharty worries about Ballard getting involved with ''''switch-hitter'''' Bayliss. Lewis is convinced the lynching is related back to the victim's Civil War ancestor, infamous runaway-slave catcher and free-blacks abductress. Tim and Laura attend an art show.",Sins of the Father,,,,,,,,,,,,,,,,,,,,,,
2,Alan Bridges,https://www.scads.de/movieBenchmark/resource/TMDB/person190495,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
1,Mariah da Penha,https://www.scads.de/movieBenchmark/resource/TMDB/person1420275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vijaya Vauhini Studios,https://www.scads.de/movieBenchmark/resource/TMDB/company45479,,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516529,2005-01-01,7,2005-08-01,1,"'Sometime on the evening of October 19, 1990, the flamboyantly gay Sydney socialite Ludwig Gertsch was strangled with an elastic strap in the bedroom of his lover, Mr Vincent Esposito. His body was found, wrapped in a doona, in Blue Mountains scrub on November 11, 1990. In September 1994 a Sydney Coroner found that Ludwig Gertsch was strangled ''by a person or persons unknown''. But that's where the murder trail ends - his killer has never been brought to justice.The murder of Allen Hall at Warnervale, where he lived with Christine Hicks, the estranged wife of boxing mentor and horse trainer Cec Waters, presented a curious public with a cruel and twisted story. Water’s eldest son, Dean, eventually was charged with Hall’s murder. However, it would be revealed later that Dean had succumbed to his father’s demands. Cec Waters was depicted as a bullying, obsessive father, who was determined to make his three sons become boxing champions but slaves to his evil will.",The Killer Punch/The Will of Death,,,,,,,,,,,,,,,,,,,,,,
,Celtic Films Entertainment,https://www.scads.de/movieBenchmark/resource/TMDB/company7783,,,,,,,GB,productionCompany,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509338,2017-01-01,32,2017-04-18,1,Monty and Jimmy Jones think it would be exciting to have a pet lion and wonder why you can't keep wild animals at home.,Wild Thing,,,,,,,,,,,,,,,,,,,,,,
0,Wan Faat,https://www.scads.de/movieBenchmark/resource/TMDB/person119456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1040433,2015-01-01,1,2015-02-10,1,The takes a look at the C complex at Pendleton Juvenile Correctional Facility which houses the sex offenders considered the lowest on the pecking order by the other inmates.,America's Youngest Sex Offenders,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199029,2008-01-01,26,2008-11-25,4,,Vellum Maker,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549429,1999-01-01,7,1999-04-10,1,"While Ace performs at Sonny Boy's new Sinsun Hotel, Sonny Boy gets a phone call about a possible fire but he doesn't take it seriously. Soon after the show, a fire breaks out. The building is evacuated and Ace thinks he has the fire under control when it breaks out again. This time it made him trap. Luckily the firefighters unit shows up just in time to put out the fire and save him. Ace was surprise to see a woman, Lt. Atika leading the fireman. Capt. Freidrichs accuse Ace starting the blaze since he used fireballs during the show. At the Magic Express, Ace, Cosmo, and Angel discover a pattern from the fire three previous fires. From there, Vega determines the culprit to be Multi-Flames, a seasoned arsonist just released from prison. Ace confronts Multi-Flames at a fire station, but both got trapped on an another fire. Cosmo comes with the special fire fighting gear for Ace but they still had to be rescued by Lt. Atika. Once they were rescued, Ace and Multi-Flames were arrested until",Multi-Flames,,,,,,,,,,,,,,,,,,,,,,
1,Heidi Genée,https://www.scads.de/movieBenchmark/resource/TMDB/person72922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kim Bum,https://www.scads.de/movieBenchmark/resource/TMDB/person138114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jiří Sovák,https://www.scads.de/movieBenchmark/resource/TMDB/person137020,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1245873,2009-01-01,3,2009-11-27,2,"It's 1998, and Ground Force is at its height and Simon feels a desperate need for a water feature. Meanwhile, the women of Melody Crescent feel a desperate need to 'sloshercise' with hunky training instructor Tiger. Elaine Paige makes a stunning appearance in Simon's imagination. Warning: contains showtunes.",How I Got My Water Feature,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode565598,1958-01-01,21,1958-03-23,1,,Path of the Hurricane,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463165,1960-01-01,17,1960-02-01,1,,Judith,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1073143,2015-01-01,2,2015-06-28,2,"Ben Caspar's autopsy reveals the gruesome details of his demise, and Ray and Ani wonder if it has anything to do with his fondness for prostitutes. Meanwhile, Frank looks into what might have happened to his missing fortune.",Night Finds You,,,,,,,,,,,,,,,,,,,,,,
2,Nandamuri Taraka Rama Rao,https://www.scads.de/movieBenchmark/resource/TMDB/person1003933,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
2,John Sharian,https://www.scads.de/movieBenchmark/resource/TMDB/person36900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marc Cass,https://www.scads.de/movieBenchmark/resource/TMDB/person592618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode104711,2000-01-01,1,2000-02-25,3,,Episode 1,,,,,,,,,,,,,,,,,,,,,,
