id,price,manufacturer,description,title,entityUrl
2862,9.49,,state standards is everything you need to understand state tests and help your child succeed all in one place! diagnose problem areas improve results and print out progress-monitoring reports. create your own tests to target essential mathematics ...,state standards - grade 8,http://www.google.com/base/feeds/snippets/10469754902338981968
2863,9.95,,with over 600 recipes and access to 100000 more instant home cooking is a complete reference source and nutritional guide for delicious recipes. this 2 cd-rom suite includes the food lover's encyclopedia and recipecenter software. a must have for ...,instant home cooking,http://www.google.com/base/feeds/snippets/10441289479977345787
2864,14.95,,ghostsurf 2006 platinum protects your privacy and prevents internet pests from spoiling your online experience. ghostsurf ensures your safety online by providing an anonymous encrypted internet connection. it even stops spyware eliminates ads and ...,ghostsurf 2006 platinum,http://www.google.com/base/feeds/snippets/10438244455449441805
2865,8.95,,provides a place for all your records whether you're hoarding frequent flyer miles or itemizing your pez-dispenser collection. get all of your paperwork organized.,personal record keeper 5.0,http://www.google.com/base/feeds/snippets/10086920522125108835
2866,17.97,,encore software 13851 : encore software tlc blues clues preschool learning system 2008 - 13851,encore software 13851 - tlc blues clues preschool learning system 2008,http://www.google.com/base/feeds/snippets/8179254028288712108
2867,20.99,topics entertainment,topics entertainment instant immersion italian 2.0 this 5 cd-rom suite immerses you in the learning process with cultural videos entertaining games and interactive lessons with native speakers windows/mac,instant immersion italian 2.0,http://www.google.com/base/feeds/snippets/10066664236286478958
2868,8.95,,a guide to learning all kinds of fascinating and useful information. the games and quizzes are specially designed with learning in mind. the games and quizzes are specially designed with learning in mind. kids will learn about hours minutes ...,let's learn about time & date,http://www.google.com/base/feeds/snippets/10023413211060238963
2869,25.97,,encore software 10891 : encore software family tree maker version 16 essential sb cs - 10891,encore software 10891 - family tree maker version 16 essential sb cs,http://www.google.com/base/feeds/snippets/5974122079831285335
2870,8.95,,read along as your favorite golden books characters engage kids in countless activities. the exciting activities will help develop matching reasoning & critical thinking skills which include letter matching coloring time follow along and ...,mother goose - interactive storybook,http://www.google.com/base/feeds/snippets/9938979900399241153
2871,10.95,,jedi master obi-wan kenobi and his apprentice anakin skywalkers along with a cast of memorable characters from star wars: episode iii revenge of the sith turn your computer and printer into a home printing studio!,star wars episode iii activity center,http://www.google.com/base/feeds/snippets/10254889100768183729
2872,8.95,,make your own personalized calendars and planner pages. easily schedule track appointments and everything in between. includes pre-designed calendars too.,calendar creator 10,http://www.google.com/base/feeds/snippets/10241038066142254106
2873,12.95,,resumemaker premier is the first ever commercially available complete job search program that's designed to help you land a job you can enjoy. it's the only software that's designed by certified professional career counselors with breakthrough ...,resumemaker premier,http://www.google.com/base/feeds/snippets/10163861390911480703
2874,135.99,punch software,we've taken our bestselling benchmark home design technology and developed it to the next level - for macintosh users! we've taken our bestselling benchmark home design technology and developed it to the next level - for macintosh users! punch! ...,punch software 90500 home design studio - mac,http://www.google.com/base/feeds/snippets/1203903874013146755
2875,7.95,,design the perfect project for every occasion and any holiday - from scrapbook pages and small business materials to school projects and professional-quality greeting cards. save time and money using print workshop?s suite of powerful tools ...,print workshop 2006 limited edition + 800000+ images,http://www.google.com/base/feeds/snippets/9843399056820481147
2876,8.95,,don't wait until the last minute - take time to do your living trust today! living trust builder gives you the mechanisms and sound planning advice that can save you from paying estate taxes gift taxes and probate fees. includes documents to get ...,living trust builder,http://www.google.com/base/feeds/snippets/9843714299914050934
2877,8.95,,enhance your game library with 7 classics in one collection! enjoy these seven classic hits that never grow old. the sega smash pack 2 also includes addictive puzzle game segaswirl as an added bonus!,sega smash pack 2,http://www.google.com/base/feeds/snippets/9814257640405704198
2878,17.95,,are you looking for a job or looking to change jobs in the future? resumemaker deluxe will help advance your career more quickly and never miss another career opportunity! resumemaker is packed with powerful features that help you write a better ...,resume maker professional 12,http://www.google.com/base/feeds/snippets/9834840923318936107
2879,7.95,,nature's ultimate predator has been unleashed. you are jaws! prey upon fearsome bosses: killer whales giant squid and more. devour everything in sight and terrorize the amity island community. wreak havoc with a range of underwater surface and air ...,jaws unleashed,http://www.google.com/base/feeds/snippets/9899533968814505006
2880,15.95,,a complete math program with 10 hours of tutorials and interactive exercises! students can work at their own pace in the comfort of their own home. subjects covered include: early math elementary school math middle school math high school math ...,math learning system 2007,http://www.google.com/base/feeds/snippets/9925522969125966033
2881,398.99,intuit,quickbooks pro 2007 3-user for windows,quickbooks pro 2007 3 user,http://www.google.com/base/feeds/snippets/9860136507672793790
2882,9.95,,join zoboomafoo chris kratt martin kratt and all of their creature neighbors as they teach your child kindergarten skills. combining computer learning with traditional print workbooks your child will have a learning experience that is ...,zoboomafoo animal logic with workbook combo,http://www.google.com/base/feeds/snippets/9889997485442958372
2883,8.95,,from chaos comes order. private prisons have become the new growth industry. you will construct and run an efficient rehabilitation facility with nothing but money on your mind. there's no escaping under your watchful eye as you oversee every detail ...,prison tycoon,http://www.google.com/base/feeds/snippets/9546412497945999317
2884,7.49,,a horrific ritualistic murder has taken place in an upscale hotel. enter gus macpherson a former american private detective now hired by a mysterious and sensuous woman sophia blake to find out who murdered her beloved sister and brother-in-law ...,post mortem,http://www.google.com/base/feeds/snippets/9558419339728905800
2885,8.95,,now kids will get a chance to play alongside junior versions of his/her favorite professional soccer heroes! players can choose from all 12 mls team names and logos.,backyard soccer mls edition,http://www.google.com/base/feeds/snippets/9453018933566732249
2886,8.95,,whether you already have a garden or just want to add a few plants to your home easy indoor gardening has the tips you need to get started. expert gardener louise b. peacock will reveal some of the best-kept secrets to successful gardening and ...,easy outdoor gardening,http://www.google.com/base/feeds/snippets/9520388519116210850
2887,8.95,,face regis philbin and 15 challenging sports questions on the way to a virtual 1000000 dollar prize. you're in the hot seat with all the tension of the millionaire tv show!,who wants to be a millionaire sports edition,http://www.google.com/base/feeds/snippets/9680039907704769193
2888,8.95,,access anything zip everything - even photos! compress photos compress jpeg images strong 512-bit encryption safeguards privacy and much more!,zipmagic personal edition,http://www.google.com/base/feeds/snippets/9803504071402999218
2889,9.95,,backyard basketball is a family-friendly game that lets players build their own championship basketball team set the positions and call the plays. hit the ice in backyard hockey 2005 with the backyard kids and kid versions of nhl stars? in 3d! ...,backyard basketball & backyard hockey double pack,http://www.google.com/base/feeds/snippets/9639880206667208005
2890,79.95,,morty the notorious master of mischief is back in a wild and wacky arcade game that sharpens thinking and problem-solving skills that are fundamental to success in math science and everyday life. this time he and his metal minions have taken ...,super solvers - mission think - 25 user site license,http://www.google.com/base/feeds/snippets/9666434905621047995
2891,99.99,,see it in action [take the 3d tour]download content rip music and play an array of original xboxâ?¢ games with the 20 gb xbox 360â?¢ hard drive. this hard drive lets you store multiple game saves and play original xboxâ?¢ products as well as save ...,20 gb hard drive for xbox 360,http://www.google.com/base/feeds/snippets/13204346903748751570
2892,26.55,,me & my katamari,namco hometech me & my katamari,http://www.google.com/base/feeds/snippets/13205107786273172644
2893,24.99,,flight deck 4 completely revises one of the worlds best-selling aircraft simulations. this time youll take a shot at the ultimate challenge in aviation: carrier-based flight.,abacus software flight deck 4,http://www.google.com/base/feeds/snippets/13273073048422536354
2894,26.99,,save time and money! this cd contains more than 290 basic agreements and forms for lending and borrowing keeping employment records buying/selling/leasing property estate planning and more. forms include: address change agreement to lease ...,socrates media personal legal forms & agreements,http://www.google.com/base/feeds/snippets/13294897005190612131
2895,189,,quickly and easily design develop and maintain websites and web applicationsâ??from start to finishâ??with adobe dreamweaver cs3 software. built for both designers and developers.,adobe dreamweaver cs3 - complete package - 1 user - academic - cd - windows,http://www.google.com/base/feeds/snippets/13211270633025226338
2896,111.95,,adsl modem brg eth brtr-1pt 10bt 1adsl 8m rs232,adsl modem brg eth brtr-1pt 10bt 1adsl 8m rs232,http://www.google.com/base/feeds/snippets/13231416480447226733
2897,29.99,,experience ferocious combat in a dark and immersive fantasy environment in dark messiah might and magicâ?¢ from ubisoftâ®! become an expert warrior mage or assassin using a vast array of devastating weapons against huge and vicious creatures in a ...,downloadable dark messiah might and magic + download protection,http://www.google.com/base/feeds/snippets/13256793761861116720
2898,299.77,,quickbooks pro 2003 includes everything in quickbooks basic plus advanced tools for managing your business finances. includes estimating time tracking and integration with over 100 business applications. multi-user version supporting up to five ...,quickbooks(r) pro 2003,http://www.google.com/base/feeds/snippets/13163659075074253300
2899,69.99,,clean protect and repair your pc with wincleaner(tm) complete pc care. one box is all you need. one click is all it takes! the software also protects and prevents identity theft. it gets rid of performance-sapping clutter and pesky startups.,wincleaner(tm) complete pc care,http://www.google.com/base/feeds/snippets/13155989034725556447
2900,29.99,,effectively and safely detects and removes spyware from your pc. undetected spyware infects nine out of 10 pcs connected to the internet and can include identity theft computer corruption slower internet access and more. spyware can easily bypass ...,webroot(r) spy sweeper(tm) 2006,http://www.google.com/base/feeds/snippets/13226106504971179022
2901,29.99,,justice league heroes is an action game with role playing-style character customization featuring dc comics renowned team of super heroes. for the first time on current generation consoles 1-2 players can play as batman superman wonder woman the ...,sony playstation 2: justice league heroes,http://www.google.com/base/feeds/snippets/13207417477948524791
2902,29.99,,a compilation of the entire street fighter alpha arcade series including street fighter alpha street fighter alpha 2 street fighter alpha 2 gold and street fighter alpha 3. as an added bonus the pint-sized super gem fighter mini mix aka pocket ...,sony playstation 2: street fighter alpha anthology,http://www.google.com/base/feeds/snippets/13406943818082568337
2903,259,,see it in action [take the 3d tour]windows vistaâ?¢ ultimate from microsoftâ® lets you enjoy elegant and visually compelling windowsâ® aeroâ?¢ desktop experience. it features windows aeroâ?¢ windowsâ® flip 3d navigation and instant search which ...,windows vista ultimate - upgrade,http://www.google.com/base/feeds/snippets/13399396048159712133
2904,29.99,,mylabels premium lets you create and print professional labels in minutes. choose from pre-designed labels or create your own from scratch. quickly add addresses text images and objects. easily add color and align and rotate text and shapes. use ...,mylabels premium,http://www.google.com/base/feeds/snippets/13366246536827294748
2905,399.99,,quickbooks premier: accountant edition 2007 is an all-in-one bookkeeping write-up and financial reporting tool that helps accounting professionals work efficiently with multiple quickbooks clients.highlights include: support your quickbooks 2007 ...,quickbooks(r) premier: accountant edition 2007,http://www.google.com/base/feeds/snippets/13462613778315667738
2906,19.99,,make any creative project pop off the page with incredible 3-d text effects that get noticed! ultimate fonts boosts your design options with over 1500 true type fonts to choose from or simply use any font installed on your computer. the extreme 3-d ...,ultimate fonts,http://www.google.com/base/feeds/snippets/13452210209758304511
2907,49.99,,vcom systemsuite 5 is a comprehensive collection of essential pc utilities designed to maintain and protect your pc to keep it running smoothly. with systemsuite you can improve system performance protect your system against from hackers and ...,systemsuite 6(tm) professional mini,http://www.google.com/base/feeds/snippets/13441425150917109811
2908,19.99,,in sonic riders dr. eggman challenges sonic and his friends to a worldwide grand prix and the winner takes all the chaos emeralds! gliding on air on many different hover-boards gamers experience sports-style racing tension as sonic and his pals ...,nintendo gamecube: sonic riders,http://www.google.com/base/feeds/snippets/13336131401261992237
2909,109.99,,microsoft word 2007 helps you build professional-looking documents with ease. its new editing and layout tools and streamlined user interface mean you will spend more time writing and less time formatting documents. there is a wider choice of ...,microsoft(r) word 2007,http://www.google.com/base/feeds/snippets/13326740183367978728
2910,179.99,,quickbooks: pro edition 2007 provides standard accounting and business tools for organizing your finances with ease. save time on routine tasks like payroll invoicing bill tracking and check-writing. with 1 click view past-due invoices or overdue ...,quickbooks(r) pro 2007,http://www.google.com/base/feeds/snippets/13308005562655301002
2911,99.99,,look into these windows to see your home in a whole new light. the family of microsoft windows vista operating systems enhance your pcs security while providing new and improved tools for organizing finding and sharing photos files and ...,microsoft(r) windows vista(tm) home basic,http://www.google.com/base/feeds/snippets/13357443011653455054
2912,590.92,,upgrade today to adobe photoshop cs with adobe imageready(r) cs software and be more productive than ever before. innovative features help you design faster improve image quality and manage your files for the timesaving efficiency every ...,adobe(r) photoshop(r) cs windows full version,http://www.google.com/base/feeds/snippets/13342689240311947950
2913,63.35,,f-secure internet security 2007 - 3 pcs brand: global marketing partners mpn: global marketing partners variant name: f-secure internet security 2007 - 3 pcs,f-secure internet security 2007 - 3 pcs (global marketing partners),http://www.google.com/base/feeds/snippets/9858798962478264497
2914,14.39,,20' classic instrument cable brand: d'addario mpn: pw-cgt-20 variant name: 20' classic instrument cable,20' classic instrument cable (pw-cgt-20),http://www.google.com/base/feeds/snippets/10158743155499131620
2915,316.75,,virusbarrier x4 10.4 for mac-10 users brand: intego mpn: vbx4-10u variant name: virusbarrier x4 10.4 for mac-10 users,virusbarrier x4 10.4 for mac-10 users (vbx4-10u),http://www.google.com/base/feeds/snippets/10177129616064822618
2916,393.59,,cf scan card 5m with adapter type ii cf withclass1laser barcode scanner brand: socket communications inc. mpn: is5031-622 variant name: cf scan card 5m with adapter type ii cf withclass1laser barcode scanner,cf scan card 5m with adapter type ii cf withclass1laser barcode scanner (is5031-622),http://www.google.com/base/feeds/snippets/11744942872413328939
2917,28.75,,transfer my dvd brand: avanquest mpn: 6601 variant name: transfer my dvd,transfer my dvd (6601),http://www.google.com/base/feeds/snippets/11784459841921410504
2918,57.59,,family tree maker version 16 deluxe brand: encore mpn: 10870 variant name: family tree maker version 16 deluxe,family tree maker version 16 deluxe (10870),http://www.google.com/base/feeds/snippets/11816902045207686274
2919,28.79,,instant architect design suite brand: imsi design mpn: 00ids510cc variant name: instant architect design suite,instant architect design suite (00ids510cc),http://www.google.com/base/feeds/snippets/12024241460287341882
2920,1420.79,,axis network camera 213 ptz - digital video camera ( 0220-004 ) brand: axis communication inc. mpn: 0220-004 variant name: axis network camera 213 ptz - digital video camera ( 0220-004 ),axis network camera 213 ptz - digital video camera ( 0220-004 ) (0220-004),http://www.google.com/base/feeds/snippets/12121003713992255160
2921,47.99,,media studio for psp standard editon brand: encore software mpn: 800060 variant name: media studio for psp standard editon,media studio for psp standard editon (800060),http://www.google.com/base/feeds/snippets/12383342975629473219
2922,9.59,,geometry (win/mac) (jewel case) brand: fogware publishing mpn: 10158 variant name: geometry (win/mac) (jewel case),geometry (win/mac) (jewel case) (10158),http://www.google.com/base/feeds/snippets/12642359421626863460
2923,9.59,,total 3d home deluxe (jewel case) brand: individual software mpn: jce-th6 variant name: total 3d home deluxe (jewel case),total 3d home deluxe (jewel case) (jce-th6),http://www.google.com/base/feeds/snippets/13465309500499088471
2924,158.39,,microsoft windows server 2003 client additional license for devices - 5 pack brand: microsoft mpn: 823930 variant name: microsoft windows server 2003 client additional license for devices - 5 pack,microsoft windows server 2003 client additional license for devices - 5 pack (823930),http://www.google.com/base/feeds/snippets/13582930230756997101
2925,9.59,,cross stitch design studio (jewel case) brand: m and r technologies mpn: 8006 variant name: cross stitch design studio (jewel case),cross stitch design studio (jewel case) (8006),http://www.google.com/base/feeds/snippets/13642535173107321529
2926,90.99,pinnacle systems,vista compatible....the newest edition of the best-selling pinnacle studio video editing software pinnacle studio plus version 11 is all about innovation. this full-featured yet accessible application lets true video enthusiasts harness the power ...,studio plus version 11,http://www.google.com/base/feeds/snippets/13620891765678065248
2927,7.49,,feel the power of commanding a modern jet fighter! filled with intense campaigns realistic flight modeling and flexible game options lock on will provide unlimited game play action to both novice and veteran flight sim fans. includes 20 single ...,lock on - modern air combat,http://www.google.com/base/feeds/snippets/13579460940007673564
2928,8.49,,catch the bus subway or ferry to travel the city and tackle fun math challenges in the stores of spectacle city. build addition subtraction geometry and problem solving skills while constructing a skyscraper sorting toys at the toy store ...,math missions: the race to spectacle city arcade (grades k-2),http://www.google.com/base/feeds/snippets/13704505045182265069
2929,8.95,,the fascinating world of wild cats comes alive with this interactive cd-rom. dynamic video and dazzling illustrations take you on a virtual trek around the globe as you explore the lives behavior and natural habitats of our planet?s most ...,world of wild cats,http://www.google.com/base/feeds/snippets/13635233890006695775
2930,8.95,,with buzz as host your second grader can create interact and solve problems in more than 40 essential learning skills. your child will be learning and having fun at the same time. activities include: telling time music composition addition ...,disney's buzz lightyear 2nd grade,http://www.google.com/base/feeds/snippets/13801903643027621522
2931,9.95,,ultimate puzzle collection includes four full version puzzle games for your pc. from easy to challenging for even the most seasoned puzzle players. enjoyed by all ages and it will keep you entertained for hours. includes super collapse! atlantis ...,ultimate puzzle collection,http://www.google.com/base/feeds/snippets/13718712808898001175
2932,67.19,,delorme earthmate gps lt-20 with street atlas 2007 usa/canada brand: delorme mpn: ae-7738-203 variant name: delorme earthmate gps lt-20 with street atlas 2007 usa/canada,delorme earthmate gps lt-20 with street atlas 2007 usa/canada (ae-7738-203),http://www.google.com/base/feeds/snippets/9442609774091381652
2933,9.59,,poetry fiction and drama (win/mac) (jewel case) brand: fogware publishing mpn: 10172 variant name: poetry fiction and drama (win/mac) (jewel case),poetry fiction and drama (win/mac) (jewel case) (10172),http://www.google.com/base/feeds/snippets/9675508034468866052
2934,143.04,,route 66 mobile 7 - usa/cdn for windows mobile 5 brand: csdc mpn: usa-7100-wms variant name: route 66 mobile 7 - usa/cdn for windows mobile 5,route 66 mobile 7 - usa/cdn for windows mobile 5 (usa-7100-wms),http://www.google.com/base/feeds/snippets/9487354196638610375
2935,39.99,,the world is yours! scarface the epic film that transcends generations and appeals to contemporary and urban audiences alike is now coming for the first time to game consoles worldwide. in a complex world filled with excess and greed players can ...,xbox: scarface: the world is yours,http://www.google.com/base/feeds/snippets/13048745344699020567
2936,14.99,,in yoshis island ds it was a beautiful day until the villainous kamek decided to cause some havoc. after a series of attacks baby mario is missing and the task of rescuing him is left up to none other than yoshi the powerful green dinosaur. take ...,nintendo ds: yoshis island ds (game guide),http://www.google.com/base/feeds/snippets/13043442329439071818
2937,199.99,,manage your contacts and grow sales! goldmine software helps you win and retain customers by improving efficiency and productivity without sacrificing your bottom line. it helps businesses get a more complete view of their customers and manage ...,goldmine(r) standard edition 6.7,http://www.google.com/base/feeds/snippets/13073124447528843542
2938,19.99,,in call of duty 3 get closer than ever to the fury of combat as an allied soldier in world war iis most harrowing military operation the normandy breakout campaign. melee combat and destructible cover bring you face-to-face with german forces. ...,nintendo wii: call of duty 3,http://www.google.com/base/feeds/snippets/13145364527459524427
2939,19.99,,the g-pak organizer case from naki worldâ?¢ is ideal for taking your nintendo ds liteâ?¢ on the road. this case can hold 30 ds game cartridges and 6 gba-sp cartridges! it features convenient front pockets with inner mesh pouch. its adjustable ...,g-pak organizer case for nintendo ds lite gaming console - pink,http://www.google.com/base/feeds/snippets/12929376828198358220
2940,199.99,,the windows vista business operating system is designed to meet the needs of business organizations of all sizes. for small businesses it helps keep pcs running smoothly and more securely so you will be less reliant on dedicated it support. for ...,microsoft(r) windows vista(tm) business,http://www.google.com/base/feeds/snippets/12921207121428863850
2941,19.19,,world of rainbow fish brand: global software publishing mpn: a9839m2h variant name: world of rainbow fish,world of rainbow fish (a9839m2h),http://www.google.com/base/feeds/snippets/13699037964945038111
2942,19.99,,see it in action [take the 3d tour]the xbox liveâ® 1600 points from microsoftâ® is the new coin of the xbox live marketplace realm. microsoft points is a new universal system that works across international borders and is available if you dont have ...,xbox live 1600 points,http://www.google.com/base/feeds/snippets/12938885496651268076
2943,28.99,,window washer 5.0 improves system performance protects privacy and recovers disk space by cleaning out and removing unnecessary files and eliminating all traces of on-line activities. it scrubs hundreds of areas on your pc to remove unnecessary ...,webroot(r) window washer(tm) 5.0,http://www.google.com/base/feeds/snippets/12977989837023766149
2944,129.95,,xl-5130 - sewing machine,xl-5130 - sewing machine,http://www.google.com/base/feeds/snippets/12963325865230025804
2945,28.99,,easily learn to read write and speak spanish with spanish advantage 2007. includes over 140 lessons more than 1000 vocabulary words and phrases and fun interactive games. also includes pronunciation coaching and conjugation.,spanish advantage 2007,http://www.google.com/base/feeds/snippets/14137502647216679305
2946,39.99,,quickbooks credit card processing kit is a low-cost easy way to accept all major credit cards using your computer. a low-cost solution. no set-up fees monthly minimum payments long term contracts or commitments.accept payments any time anywhere. ...,quickbooks(r) credit card processing kit 2007,http://www.google.com/base/feeds/snippets/14129754112290514454
2947,79.99,,quicken premier 2007 helps you invest plan and prosper in minutes. the premier version contains everything in quicken basic and quicken deluxe plus tools to monitor your net worth optimize your investments and save on taxes. quicken premier 2007 ...,quicken(r) premier 2007,http://www.google.com/base/feeds/snippets/14079779635185918620
2948,49.99,,harness the cutting-edge hardware and sheer processing power of your xbox 360â?¢ with the gamelinkâ?¢ vga a/v kit from monsterâ®. it includes 10 feet vga a/v cables. the 24k gold contact rca connectors provide greater contact pressure for improved ...,gamelink vga a/v kit for xbox 360,http://www.google.com/base/feeds/snippets/14080250914960218521
2949,29.99,,this all-in-one digital photo suite lets you organize and enhance your digital photos and even add special effects to them. photostudio expressions 2.0 lets you create photo albums greeting cards calendars and even slide-show movies that can be ...,photostudio(r) expressions 2.0,http://www.google.com/base/feeds/snippets/14058642474941591867
2950,599.99,,spydertv pro provides advanced calibration tools for both home theater displays and computer monitors.this software/hardware solution lets you optimizing any tv for a better viewing experience. the system scientifically measures your tv/monitors ...,colorvision spydertv pro,http://www.google.com/base/feeds/snippets/14072345451146298030
2951,189,,quickly and easily design develop and maintain websites and web applicationsâ??from start to finishâ??with adobe dreamweaver cs3 software. built for both designers and developers.,adobe dreamweaver cs3 - complete package - 1 user - academic - cd - mac,http://www.google.com/base/feeds/snippets/14056613011261762089
2952,69.97,,family tree maker is an easy way to discover preserve and share your family history. create detailed family trees books and reports filled with photos and artistic accents.,family tree maker deluxe 11.2,http://www.google.com/base/feeds/snippets/13999576641352614864
2953,49.99,,the broderbund ultimate print and craft suite from encoreâ?¢ provides answers to all your print and craft home publishing needs. it features 4 creativity titles in a single collection.printmaster greeting cardswith the power of printmasterâ® it is ...,broderbund ultimate print and craft suite,http://www.google.com/base/feeds/snippets/14011249272576970385
2954,49.99,,stop viruses and keep your pc safe with mcafee virusscan 8.0! virusscan is an easy-to-use antivirus solution that ensures your pc is protected from viruses worms trojans spyware and other malicious threats. virusscan stops threats coming from ...,mcafee virusscan 8.0,http://www.google.com/base/feeds/snippets/14229989716762722805
2955,128.95,,by abbyy usa,abbyy fine reader 5.0 pro mac,http://www.google.com/base/feeds/snippets/14238150185180354515
2956,29.99,,kiplingers home & business attorney contains two complete legal products in one with new and updated forms documents and legal resources for 2004! the program includes over 150 customizable legal documents and a comprehensive legal library. new ...,kiplingers home & business attorney,http://www.google.com/base/feeds/snippets/14201075355672015693
2957,49.99,,looking for easy-to-use protection against hackers spyware worms identity theft spam and much more zonealarm internet security suite is a comprehensive solution to all of these common pc problems. it helps you protect your identity and your ...,zonealarm(r) internet security suite,http://www.google.com/base/feeds/snippets/14196843013410363847
2958,83.99,,with business plan pro 2007 you get the newest most complete business planning tool available all in one package. with new help resources free tutorials more detailed plan review and much more!,palo alto business plan pro 2007,http://www.google.com/base/feeds/snippets/14174433007580264947
2959,49.97,,delorme street atlas usa 2004 has updated and detailed maps of the us and canada. travel-planning software provides automatic routing includes four million places of interest. maps can be printed and annotated. includes the ability to work with a ...,delorme street atlas usa 2004,http://www.google.com/base/feeds/snippets/14182231694994497845
2960,8.27,,yu-gi-oh! capsule monster coliseum delivers the most strategic board dueling game to date. players put their skills to the test in this turn-based chess-type board game.,konami of america yu-gi-oh: capsule mon - playstation 2,http://www.google.com/base/feeds/snippets/14164630102032612682
2961,49.99,,ibm viavoice standard edition is a voice-recognition product that includes essential dictation and command and control features. windows xp home windows 98se and windows me are the supported operating systems in standard edition. with standard ...,ibm(r) viavoice(r) standard edition 10,http://www.google.com/base/feeds/snippets/14336723873191472284
2962,19.95,,in sonics most exciting adventure yet you maneuver a team of three sonic characters through massive levels to overcome the ultimate evil! you guessed it dr. eggman is on the loose once again but this time hell have to take on three powerful ...,nintendo gamecube: sonic heroes,http://www.google.com/base/feeds/snippets/14357938480834022848
2963,49.99,,etrust antivirus is an award-winning antivirus solution from ca providing superior protection from the pda to the gateway against todays most common security threat - viruses.,computer associates etrust antivirus r8 - multilanguage - 1 user,http://www.google.com/base/feeds/snippets/14286716930938168198
2964,99.92,,autosketch release 8 software is a feature-rich easy-to-use drawing package that represents a genuine value. (david pitzer cadalyst). create professional quality floor layouts presentations electrical drawing home project plans information graphics ...,graphics software,http://www.google.com/base/feeds/snippets/14294951723366118379
2965,49.99,,mymaillist deluxe saves you over 50% on bulk mail postage by maximizing on postal discounts - even for mailings as small as 200 pieces! easily organize print and send mailings or e-mail to your customers prospects potential donors and others. no ...,mymaillist deluxe,http://www.google.com/base/feeds/snippets/14521191113184580052
2966,199.99,,act! 2007 is a contact and customer manager that helps you make contact build relationships and get results. act! enables you to instantly access key contact and customer information manage and prioritize activities and track all contact-related ...,act! 2007,http://www.google.com/base/feeds/snippets/14508068127168005992
2967,39.92,,photoshow deluxe makes it easy to turn ordinary photos into dynamic multimedia slide shows complete with captions embellishments and music. it lets you preserve and share the magic of family gatherings vacation adventures special celebrations ...,photoshow deluxe,http://www.google.com/base/feeds/snippets/14503971882109696249
2968,153.99,,software,software,http://www.google.com/base/feeds/snippets/14471505880455534016
2969,19.99,,now youere in the game! bring vanna white fun puzzles and all the glittering sets of wheel of fortune into your home! spin for fantastic prizes solve the puzzles and hear the studio audience go wild. it is all the action that makes wheel of ...,wheel of fortune(r),http://www.google.com/base/feeds/snippets/14408228833860913735
2970,49.99,,business planmaker deluxe focuses on your finances first so you can write a plan that supports your financial model and present the most compelling business case to investors. get 1000 sample plans! fully integrated with quickbooks business ...,business planmaker deluxe,http://www.google.com/base/feeds/snippets/14422501512598647667
2971,99.99,,with vhs to dvd 3.0 deluxe you can copy your videotape collection onto dvds or cds and create your own dvd/cd movies from your camcorder vcr dvd player and more! vhs to dvd 3.0 deluxe provides everything you need to easily transfer your video to ...,vhs to dvd 3.0 deluxe,http://www.google.com/base/feeds/snippets/13573519961862572084
2972,49.99,,the oxford english/spanish (español/ingles) dictionary includes over 300000 words and phrases and more than a half-million translations from oxford university press. compiled by expert teams of spanish and english lexicographers this dictionary ...,oxford english/spanish dictionary expansion sd/mmc card for palm os(r) and pocket pc,http://www.google.com/base/feeds/snippets/13626417617133306910
2973,199.99,,microsoft windows xp professional with service pack 2 (sp2) is the next version of the windows operating system designed for businesses of all sizes and for individuals who demand the most from their computing experience. windows xp professional ...,microsoft(r) windows(r) xp professional edition with sp2,http://www.google.com/base/feeds/snippets/13616236861396817271
2974,859.96,,you can purchase this version of adobe cs3 design standard upgrade if own photoshop illustrator indesign flash or dreamweaver,adobe creative suite 3 (cs3) design suite standard upgrade (upsell) - mac,http://www.google.com/base/feeds/snippets/13621056199586324139
2975,99.87,,business plan pro 2004 offers more than 400 sample plans so you never have to worry about writers block. just select one sample business plan to get you started. the easyplan wizard makes the software easy to use so you can be up and running in no ...,business plan pro(r) 2004,http://www.google.com/base/feeds/snippets/13509576982494103012
2976,89.99,,print personal- and business-size checks custom checks and bank drafts in a snap! include your favorite clip art or scenery across your entire check! print checks to be filled out by hand or to use with quicken quickbooks and money. new features ...,versacheck(r) 2003 platinum,http://www.google.com/base/feeds/snippets/13517735545841379480
2977,229,,flash cs3 professional software is the most advanced authoring environment for creating rich interactive content for digital web and mobile platforms.,adobe flash cs3 professional - complete package - 1 user - academic - cd - windows,http://www.google.com/base/feeds/snippets/13695802285127612231
2978,112.95,,2.4ghz wrls cable modem gateway wep,motorola surfboard sbg900 wireless cable modem gateway - wireless router,http://www.google.com/base/feeds/snippets/13674330474250418596
2979,49.88,,adobe photoshop album is designed for consumers who are active photo takers using digital cameras. it is an integrated solution to easily and quickly find fix share and protect their lifetime of photos. find: instead of searching through an ...,adobe(r) photoshop(r) album 1.0,http://www.google.com/base/feeds/snippets/13673020163682698234
2980,46.99,,software,software,http://www.google.com/base/feeds/snippets/13697190479818290595
2981,49.99,,stop viruses and protect your pc with symantecs award-winning norton antivirus 2004 which features expanded detection of both known and emerging threats. norton antivirus automatically detects and removes viruses worms and trojan horses without ...,norton antivirus 2004,http://www.google.com/base/feeds/snippets/13636480146796984957
